VARIABLES= "X", "Y", "P", "U", "V"
0 0 0 0 0
0.02 0 0.00373544 0 0
0.04 0 0.00362978 0 0
0.06 0 0.00479435 0 0
0.08 0 0.00726505 0 0
0.1 0 0.0071416 0 0
0.12 0 0.00860749 0 0
0.14 0 0.00919597 0 0
0.16 0 0.009511 0 0
0.18 0 0.0106954 0 0
0.2 0 0.0108516 0 0
0.22 0 0.0107437 0 0
0.24 0 0.0105588 0 0
0.26 0 0.0105404 0 0
0.28 0 0.010475 0 0
0.3 0 0.00981776 0 0
0.32 0 0.00886999 0 0
0.34 0 0.00799574 0 0
0.36 0 0.00773104 0 0
0.38 0 0.0069903 0 0
0.4 0 0.00639746 0 0
0.42 0 0.00643886 0 0
0.44 0 0.00484681 0 0
0.46 0 0.00492155 0 0
0.48 0 0.00337996 0 0
0.5 0 0.00342033 0 0
0.52 0 0.00264217 0 0
0.54 0 0.00264648 0 0
0.56 0 0.00220204 0 0
0.58 0 0.00176407 0 0
0.6 0 0.00163291 0 0
0.62 0 0.00117567 0 0
0.64 0 0.00120161 0 0
0.66 0 0.000945672 0 0
0.68 0 0.000635324 0 0
0.7 0 0.000561819 0 0
0.72 0 0.000570268 0 0
0.74 0 0.000454412 0 0
0.76 0 0.000314411 0 0
0.78 0 0.000321579 0 0
0.8 0 0.00025015 0 0
0.82 0 0.000165301 0 0
0.84 0 0.000103589 0 0
0.86 0 8.76214e-005 0 0
0.88 0 9.04469e-005 0 0
0.9 0 6.17e-005 0 0
0.92 0 6.02853e-005 0 0
0.94 0 4.99096e-005 0 0
0.96 0 4.79193e-005 0 0
0.98 0 4.8064e-005 0 0
1 0 4.73025e-005 1.3362e-012 1.37105e-012
1 0.02 4.51665e-005 2.0566e-012 1.22065e-012
1 0.04 4.51948e-005 2.35219e-012 1.53209e-012
1 0.06 4.66249e-005 1.77281e-012 -5.57466e-012
1 0.08 5.09324e-005 4.4615e-012 -7.91797e-012
1 0.1 5.09056e-005 4.81218e-012 -7.94822e-012
1 0.12 5.58707e-005 3.42635e-012 -9.3639e-012
1 0.14 5.87702e-005 4.70906e-012 -1.25036e-011
1 0.16 6.09679e-005 8.61316e-012 -1.58193e-011
1 0.18 6.83617e-005 2.05827e-012 -1.60141e-011
1 0.2 7.54338e-005 8.4752e-014 -2.28544e-011
1 0.22 8.29639e-005 1.51708e-012 -2.26748e-011
1 0.24 9.00287e-005 9.39545e-012 -2.28811e-011
1 0.26 9.58269e-005 9.56273e-012 -2.17262e-011
1 0.28 0.000100533 7.56557e-012 -1.46612e-011
1 0.3 0.000104119 8.37478e-012 -1.34512e-011
1 0.32 0.000111298 6.46163e-012 -1.37488e-011
1 0.34 0.000113765 1.07082e-011 -1.3165e-011
1 0.36 0.000120178 1.09251e-011 -8.15014e-012
1 0.38 0.000121526 9.40106e-012 -8.43978e-012
1 0.4 0.000123467 1.67908e-011 -1.0432e-011
