VARIABLES= "X", "Y", "P", "U", "W"
0.921895 0.976705 6.33386e-008 8.67376e-009
0.0119815 0.00531483 -9.00009e-006 8.87795e-006
0.00531483 0.988019 -9.73463e-006 -2.04399e-006
0.988019 0.994685 2.98751e-008 -2.92164e-008
0.994685 0.0119815 -3.72664e-009 6.31419e-009
0.0412053 0.0432385 -6.83323e-006 -1.07182e-007
0.0376005 0.0102758 -2.21982e-006 -6.36579e-007
0.957851 0.0426919 2.80221e-008 -1.51652e-008
0.989973 0.0376292 4.23424e-009 -4.86086e-009
0.0820111 0.0725762 -5.3439e-006 -8.6245e-007
0.0703555 0.025499 -3.54202e-006 1.13048e-007
0.962362 0.0848699 3.91315e-008 -4.98251e-008
0.976964 0.0687728 1.18584e-008 -3.91277e-008
0.130728 0.00433336 -3.63882e-006 -5.26513e-007
0.105513 0.0334399 -5.40224e-006 -2.05541e-006
0.995798 0.130949 -8.40354e-009 -4.58213e-008
0.960782 0.107666 3.40313e-008 -5.12327e-008
0.137989 0.019873 -3.82682e-006 -1.6696e-006
0.127768 0.019684 -3.99031e-006 -1.3928e-009
0.980652 0.138713 2.68212e-008 -5.20099e-008
0.980793 0.128431 -1.38916e-009 -4.86505e-008
0.00497956 0.06856 -7.24051e-006 -4.09604e-007
0.171305 0.00610732 -8.47965e-006 -5.53099e-007
0.930411 0.00430158 3.78953e-008 -7.72663e-009
0.995114 0.170951 8.54728e-009 -9.16195e-008
0.00436929 0.087635 -8.50728e-006 -8.52367e-007
0.161237 0.0124235 -8.54813e-006 -1.74112e-006
0.889511 0.0486136 9.52294e-008 -5.05259e-008
0.98902 0.161194 3.51698e-008 -1.05979e-007
0.0246555 0.954316 -8.27327e-006 -1.78832e-006
0.0106211 0.975924 -1.11489e-005 -9.2306e-007
0.219352 0.0105724 -3.31615e-006 1.94647e-006
0.0217379 0.105002 -6.97867e-006 -8.83296e-008
0.236187 0.0243309 -2.63671e-006 5.34661e-007
0.0179038 0.127779 -4.22785e-006 8.16786e-008
0.0090789 0.161156 -7.94466e-006 -9.02602e-007
0.203215 0.119139 -1.97123e-006 -1.3586e-006
0.241783 0.0174925 -1.10193e-006 6.44405e-007
0.0306385 0.34998 -4.18677e-005 -6.01395e-005
0.291553 0.0166945 -1.27243e-006 -7.8381e-007
0.0450629 0.157163 -7.97964e-006 -2.17797e-006
0.0349419 0.173171 -9.60364e-006 -1.19628e-006
0.313356 0.0124633 -1.98762e-006 -1.82033e-007
0.0762882 0.174392 -7.04304e-006 -4.76752e-006
0.29619 0.0249622 -2.67391e-006 -5.62676e-007
0.955339 0.974698 5.7771e-008 -2.22047e-008
0.976096 0.989197 3.86867e-008 -5.61715e-008
0.13652 0.313279 -4.27455e-007 -1.23519e-005
0.314048 0.0627015 -1.45302e-006 -6.49335e-007
0.328675 0.0232074 -1.33802e-006 -1.23723e-007
0.0200605 0.258533 -2.00695e-005 -4.74988e-006
0.00966632 0.259368 -1.98508e-005 -9.75137e-007
0.39113 0.103941 -5.43825e-007 -1.50678e-006
0.00502842 0.269698 -2.0367e-005 -3.48728e-006
0.338768 0.191994 3.76809e-009 -2.37175e-006
0.89053 0.00452864 7.98e-008 -1.05531e-008
0.989228 0.217438 -1.80614e-008 -1.21542e-007
0.977707 0.233329 -1.50467e-008 -9.61574e-008
0.881175 0.00935366 8.15415e-008 -3.05495e-008
0.810319 0.0115393 2.60061e-007 -2.0589e-008
0.926023 0.238418 1.57624e-007 -1.24912e-007
0.99442 0.25208 -5.2124e-008 -1.22351e-007
0.866871 0.082447 1.61323e-007 -9.67162e-008
0.981843 0.295845 3.43505e-008 -5.83096e-008
0.836492 0.0132158 2.13546e-007 -7.97399e-008
0.829224 0.00534448 2.0774e-007 -1.19223e-007
0.974684 0.311672 2.22127e-008 -5.86234e-008
0.774469 0.0467339 3.04457e-007 -1.02237e-007
0.958652 0.272221 5.79858e-008 -1.2117e-007
0.364653 0.0242207 -9.39107e-007 -2.69536e-007
0.0556875 0.319645 -1.44662e-005 -2.82126e-005
0.91456 0.314803 2.04713e-007 -1.39311e-007
0.776538 0.0109328 1.97307e-007 -1.59132e-008
0.994343 0.348421 -7.97481e-009 -6.97471e-008
0.739635 0.0189038 1.86167e-007 1.68443e-008
0.708278 0.0175103 1.00703e-007 -4.45258e-008
0.98364 0.379196 2.10671e-008 -1.92858e-008
0.645396 0.0427776 1.61697e-007 -1.20392e-007
0.844786 0.279243 3.05726e-007 -2.52488e-007
0.413565 0.0132419 -8.27213e-007 -2.57596e-007
0.0205973 0.314808 -8.78613e-006 -3.95266e-006
0.0192622 0.374992 -5.85377e-005 -4.75049e-005
0.454596 0.0127746 -5.29908e-007 -1.27335e-007
0.37854 0.0347992 -7.34827e-007 -3.13333e-007
0.0418018 0.346368 -3.88977e-005 -3.83322e-005
0.0366408 0.379634 -1.35986e-005 -9.89949e-005
