VARIABLES= "X", "Y", "C"
0.921895 0.976705 0
0.0119815 0.00531483 -2.02102e-255
0.00531483 0.988019 3.08171e-242
0.988019 0.994685 0
0.994685 0.0119815 0
0.0412053 0.0432385 -2.61903e-223
0.0376005 0.0102758 -1.75794e-251
0.957851 0.0426919 0
0.989973 0.0376292 0
0.0820111 0.0725762 6.56529e-214
0.0703555 0.025499 -5.48257e-244
0.962362 0.0848699 0
0.976964 0.0687728 0
0.130728 0.00433336 -4.37649e-273
0.105513 0.0334399 1.70397e-244
0.995798 0.130949 0
0.960782 0.107666 0
0.137989 0.019873 -1.15134e-258
0.127768 0.019684 -1.11572e-258
0.980652 0.138713 0
0.980793 0.128431 0
0.00497956 0.06856 -5.78956e-205
0.171305 0.00610732 -3.03832e-274
0.930411 0.00430158 0
0.995114 0.170951 0
0.00436929 0.087635 -1.24855e-190
0.161237 0.0124235 -6.41685e-267
0.889511 0.0486136 0
0.98902 0.161194 0
0.0246555 0.954316 -1.91917e-219
0.0106211 0.975924 1.66188e-234
0.219352 0.0105724 9.0906e-290
0.0217379 0.105002 -6.02433e-175
0.236187 0.0243309 2.09032e-289
0.0179038 0.127779 -5.4156e-158
0.0090789 0.161156 -1.20367e-132
0.203215 0.119139 5.31696e-208
0.241783 0.0174925 2.16291e-296
0.0306385 0.34998 3.44768e-028
0.291553 0.0166945 2.86438e-315
0.0450629 0.157163 2.13984e-138
0.0349419 0.173171 -5.73041e-126
0.313356 0.0124633 1.43279e-322
0.0762882 0.174392 9.37694e-136
0.29619 0.0249622 5.0853e-308
0.955339 0.974698 0
0.976096 0.989197 0
0.13652 0.313279 -1.60792e-078
0.314048 0.0627015 -1.29338e-292
0.328675 0.0232074 9.88131e-323
0.0200605 0.258533 -1.12711e-075
0.00966632 0.259368 6.04991e-071
0.39113 0.103941 3.42349e-309
0.00502842 0.269698 -1.03614e-065
0.338768 0.191994 9.00001e-229
0.89053 0.00452864 0
0.989228 0.217438 0
0.977707 0.233329 0
0.881175 0.00935366 0
0.810319 0.0115393 0
0.926023 0.238418 0
0.99442 0.25208 0
0.866871 0.082447 0
0.981843 0.295845 0
0.836492 0.0132158 0
0.829224 0.00534448 0
0.974684 0.311672 0
0.774469 0.0467339 0
0.958652 0.272221 0
0.364653 0.0242207 0
0.0556875 0.319645 3.78541e-045
0.91456 0.314803 0
0.776538 0.0109328 0
0.994343 0.348421 0
0.739635 0.0189038 0
0.708278 0.0175103 0
0.98364 0.379196 0
0.645396 0.0427776 0
0.844786 0.279243 0
0.413565 0.0132419 0
0.0205973 0.314808 5.51774e-047
0.0192622 0.374992 -7.94625e-016
0.454596 0.0127746 0
0.37854 0.0347992 0
0.0418018 0.346368 1.0189e-032
0.0366408 0.379634 3.47191e-017
0.456531 0.0360782 0
0.498897 0.0173245 0
0.057132 0.369638 -1.26662e-028
0.0217137 0.451845 6.68354e-005
0.530252 0.118912 0
0.503536 0.0234969 0
0.590911 0.0196556 0
0.46643 0.987104 0
0.567054 0.0237778 0
0.979153 0.599627 0
0.563121 0.0480923 0
0.637173 0.0809277 0
0.991362 0.420659 0
0.0233127 0.473645 5.86048e-005
0.620385 0.0368753 0
0.646229 0.0105021 0
0.990649 0.618223 0
0.439676 0.990586 0
0.722051 0.166301 0
0.994876 0.410711 0
0.982683 0.424469 0
0.990904 0.476759 0
0.983067 0.476463 0
0.911991 0.51166 0
0.981142 0.516648 0
0.976836 0.589571 0
0.140506 0.518735 4.07736e-059
0.949286 0.585013 0
0.413445 0.925774 0
0.694467 0.620472 0
0.00430003 0.486639 0.417852
0.938996 0.682288 0
0.370501 0.943843 1.35833e-319
0.990516 0.669206 0
0.254856 0.634307 -7.03359e-134
0.989308 0.692182 0
0.381787 0.982568 0
0.913805 0.700078 0
0.00337016 0.53017 0.681424
0.982711 0.732497 0
0.34454 0.976052 0
0.965245 0.781155 0
0.0221847 0.57414 4.74789e-005
0.981277 0.783854 0
0.31298 0.987682 1.05714e-313
0.979601 0.793453 0
0.0516893 0.576127 8.51356e-018
0.87381 0.778272 0
0.269884 0.995425 2.98966e-307
0.972484 0.812724 0
0.0213943 0.632285 -7.02231e-016
0.975563 0.833538 0
0.324817 0.940167 5.23601e-296
0.953397 0.84795 0
0.2804 0.983939 1.67803e-299
0.900745 0.853781 0
0.0640714 0.607539 4.55118e-024
0.994621 0.907588 0
0.0102197 0.619729 5.29293e-009
0.987634 0.923687 0
0.227041 0.974666 3.93369e-272
0.976247 0.908347 0
0.0683959 0.62544 3.79248e-030
0.996149 0.969675 0
0.344135 0.877844 5.76038e-265
0.0175542 0.921811 -1.95428e-194
0.0868435 0.944498 -2.42099e-220
0.0426518 0.870461 -2.23831e-158
0.0299437 0.995969 -3.50633e-255
0.377953 0.662071 -6.00892e-225
0.0121647 0.846038 -8.56744e-141
0.0614718 0.99151 -1.19805e-263
0.0128007 0.820569 2.59168e-122
0.0794874 0.979669 -4.78995e-248
0.00396952 0.806298 -9.0513e-111
0.111098 0.982579 6.04381e-255
0.00396952 0.792964 -5.93667e-104
0.106219 0.969697 6.4217e-241
0.0105202 0.787259 -9.408e-099
0.123945 0.989795 4.34866e-263
0.133524 0.726102 3.48636e-092
0.330691 0.93585 4.05009e-296
0.0829505 0.679603 -1.92965e-057
0.182928 0.982616 2.74763e-271
0.0337826 0.723223 -3.71468e-061
0.214149 0.939639 5.65687e-238
0.0317663 0.739305 -2.25861e-071
0.198643 0.990642 3.83784e-285
0.0153638 0.700125 -4.72261e-046
0.499104 0.982405 0
0.486155 0.884537 0
0.483338 0.990968 0
0.695185 0.787407 0
0.530018 0.99661 0
0.573746 0.978676 0
0.555681 0.928938 0
0.632288 0.978599 0
0.609833 0.934204 0
0.61973 0.989783 0
0.627652 0.93145 0
0.702624 0.981863 0
0.741213 0.968728 0
0.724101 0.968133 0
0.742536 0.884175 0
0.783931 0.883433 0
0.787242 0.98821 0
0.793038 0.995902 0
0.806372 0.995902 0
0.820031 0.988263 0
0.84307 0.987462 0
0.856768 0.9517 0
0.962934 0.927332 0
0.973322 0.529856 0
0.0116344 0.467289 0.0147781
0.897285 0.944298 0
0.683636 0.637377 0
0.93816 0.450188 0
0.638619 0.401653 0
0.675024 0.813432 0
0.396759 0.991227 0
0.33967 0.587108 4.83784e-177
0.77643 0.538073 0
0.0884577 0.972455 -3.92876e-241
0.0590524 0.911567 -1.14375e-196
0.214431 0.633417 -2.3278e-108
0.0203011 0.417225 0.000112306
0.411406 0.362549 -1.63067e-235
0.523549 0.553103 6.24906e-310
0.504925 0.0463021 0
0.932593 0.021173 0
0.465111 0.0136725 0
0.362301 0.374739 -1.83383e-199
0.747137 0.536784 0
0.350043 0.346631 -1.5498e-193
0.295642 0.348949 2.26511e-157
0.00858127 0.0587175 1.56119e-212
0.82174 0.527036 0
0.976629 0.645373 0
0.593636 0.302754 0
0.396585 0.515875 2.65357e-207
0.151833 0.812833 2.11505e-144
0.0264297 0.58396 2.79784e-007
0.656914 0.0324071 0
0.597613 0.27438 0
0.682372 0.797773 0
0.583347 0.973693 0
0.894557 0.398479 0
0.74802 0.328513 0
0.242186 0.360062 4.78038e-120
0.199037 0.438093 2.0323e-086
0.280604 0.710429 8.09513e-159
0.450737 0.808092 6.85063e-310
0.410561 0.0313384 0
0.438581 0.156152 1.23991e-308
0.523009 0.635336 7.8499e-316
0.58703 0.490766 0
0.535546 0.752408 0
0.256513 0.61334 -1.88252e-129
0.707381 0.456981 0
0.771028 0.644483 0
0.725348 0.185558 0
0.760015 0.0365331 0
0.681065 0.989434 0
0.859085 0.886803 0
0.00910013 0.681225 3.68041e-037
0.252354 0.696744 4.11878e-137
0.61627 0.285893 0
0.722231 0.303739 0
0.37865 0.479959 2.93002e-201
0.375218 0.304862 5.88854e-226
0.909689 0.584088 0
0.839007 0.428204 0
