19,1,0
19,2,9
20,1,1
20,2,10
21,1,2
21,2,11
22,1,3
22,2,12
23,1,4
23,2,13
24,1,5
24,2,14
25,1,6
25,2,15
26,1,7
26,2,16
27,1,8
27,2,17
38,1,9
38,2,18
39,1,10
39,2,19
40,1,11
40,2,20
41,1,12
41,2,21
42,1,13
42,2,22
43,1,14
43,2,23
44,1,15
44,2,24
45,1,16
45,2,25
46,1,17
46,2,26
57,1,18
57,2,27
58,1,19
58,2,28
59,1,20
59,2,29
60,1,21
60,2,30
61,1,22
61,2,31
62,1,23
62,2,32
63,1,24
63,2,33
64,1,25
64,2,34
65,1,26
65,2,35
76,1,27
76,2,36
77,1,28
77,2,37
78,1,29
78,2,38
79,1,30
79,2,39
80,1,31
80,2,40
81,1,32
81,2,41
82,1,33
82,2,42
83,1,34
83,2,43
84,1,35
84,2,44
95,1,36
95,2,45
96,1,37
96,2,46
97,1,38
97,2,47
98,1,39
98,2,48
99,1,40
99,2,49
100,1,41
100,2,50
101,1,42
101,2,51
102,1,43
102,2,52
103,1,44
103,2,53
114,1,45
114,2,54
115,1,46
115,2,55
116,1,47
116,2,56
117,1,48
117,2,57
118,1,49
118,2,58
119,1,50
119,2,59
120,1,51
120,2,60
121,1,52
121,2,61
122,1,53
122,2,62
133,1,54
133,2,63
134,1,55
134,2,64
135,1,56
135,2,65
136,1,57
136,2,66
137,1,58
137,2,67
138,1,59
138,2,68
139,1,60
139,2,69
140,1,61
140,2,70
141,1,62
141,2,71
152,1,63
152,2,72
153,1,64
153,2,73
154,1,65
154,2,74
155,1,66
155,2,75
156,1,67
156,2,76
157,1,68
157,2,77
158,1,69
158,2,78
159,1,70
159,2,79
160,1,71
160,2,80
10,1,0
10,2,1
11,1,1
11,2,2
12,1,2
12,2,3
13,1,3
13,2,4
14,1,4
14,2,5
15,1,5
15,2,6
16,1,6
16,2,7
17,1,7
17,2,8
29,1,9
29,2,10
30,1,10
30,2,11
31,1,11
31,2,12
32,1,12
32,2,13
33,1,13
33,2,14
34,1,14
34,2,15
35,1,15
35,2,16
36,1,16
36,2,17
48,1,18
48,2,19
49,1,19
49,2,20
50,1,20
50,2,21
51,1,21
51,2,22
52,1,22
52,2,23
53,1,23
53,2,24
54,1,24
54,2,25
55,1,25
55,2,26
67,1,27
67,2,28
68,1,28
68,2,29
69,1,29
69,2,30
70,1,30
70,2,31
71,1,31
71,2,32
72,1,32
72,2,33
73,1,33
73,2,34
74,1,34
74,2,35
86,1,36
86,2,37
87,1,37
87,2,38
88,1,38
88,2,39
89,1,39
89,2,40
90,1,40
90,2,41
91,1,41
91,2,42
92,1,42
92,2,43
93,1,43
93,2,44
105,1,45
105,2,46
106,1,46
106,2,47
107,1,47
107,2,48
108,1,48
108,2,49
109,1,49
109,2,50
110,1,50
110,2,51
111,1,51
111,2,52
112,1,52
112,2,53
124,1,54
124,2,55
125,1,55
125,2,56
126,1,56
126,2,57
127,1,57
127,2,58
128,1,58
128,2,59
129,1,59
129,2,60
130,1,60
130,2,61
131,1,61
131,2,62
143,1,63
143,2,64
144,1,64
144,2,65
145,1,65
145,2,66
146,1,66
146,2,67
147,1,67
147,2,68
148,1,68
148,2,69
149,1,69
149,2,70
150,1,70
150,2,71
162,1,72
162,2,73
163,1,73
163,2,74
164,1,74
164,2,75
165,1,75
165,2,76
166,1,76
166,2,77
167,1,77
167,2,78
168,1,78
168,2,79
169,1,79
169,2,80
0,1,0
0,2,0
1,1,1
1,2,1
2,1,2
2,2,2
3,1,3
3,2,3
4,1,4
4,2,4
5,1,5
5,2,5
6,1,6
6,2,6
7,1,7
7,2,7
8,1,8
8,2,8
171,1,72
171,2,72
172,1,73
172,2,73
173,1,74
173,2,74
174,1,75
174,2,75
175,1,76
175,2,76
176,1,77
176,2,77
177,1,78
177,2,78
178,1,79
178,2,79
179,1,80
179,2,80
9,1,0
9,2,0
28,1,9
28,2,9
47,1,18
47,2,18
66,1,27
66,2,27
85,1,36
85,2,36
104,1,45
104,2,45
123,1,54
123,2,54
142,1,63
142,2,63
161,1,72
161,2,72
18,1,8
18,2,8
37,1,17
37,2,17
56,1,26
56,2,26
75,1,35
75,2,35
94,1,44
94,2,44
113,1,53
113,2,53
132,1,62
132,2,62
151,1,71
151,2,71
170,1,80
170,2,80
