0,0,0
1,0.5,0
2,1,0
3,1.5,0
4,2,0
5,2.5,0
6,3,0
7,3.5,0
8,4,0
9,4.5,0
10,4.5,0.5
11,4.5,1
12,4.5,1.5
13,4.5,2
14,4.5,2.5
15,4.5,3
16,4.5,3.5
17,4.5,4
18,4.5,4.5
19,4,4.5
20,3.5,4.5
21,3,4.5
22,2.5,4.5
23,2,4.5
24,1.5,4.5
25,1,4.5
26,0.5,4.5
27,0,4.5
28,0,4
29,0,3.5
30,0,3
31,0,2.5
32,0,2
33,0,1.5
34,0,1
35,0,0.5
36,0.5,0.5
37,1,0.5
38,1.5,0.5
39,2,0.5
40,2.5,0.5
41,3,0.5
42,3.5,0.5
43,4,0.5
44,0.5,1
45,1,1
46,1.5,1
47,2,1
48,2.5,1
49,3,1
50,3.5,1
51,4,1
52,0.5,1.5
53,1,1.5
54,1.5,1.5
55,2,1.5
56,2.5,1.5
57,3,1.5
58,3.5,1.5
59,4,1.5
60,0.5,2
61,1,2
62,1.5,2
63,2,2
64,2.5,2
65,3,2
66,3.5,2
67,4,2
68,0.5,2.5
69,1,2.5
70,1.5,2.5
71,2,2.5
72,2.5,2.5
73,3,2.5
74,3.5,2.5
75,4,2.5
76,0.5,3
77,1,3
78,1.5,3
79,2,3
80,2.5,3
81,3,3
82,3.5,3
83,4,3
84,0.5,3.5
85,1,3.5
86,1.5,3.5
87,2,3.5
88,2.5,3.5
89,3,3.5
90,3.5,3.5
91,4,3.5
92,0.5,4
93,1,4
94,1.5,4
95,2,4
96,2.5,4
97,3,4
98,3.5,4
99,4,4
