0,1,0
0,2,9
0,3,19
0,4,10
1,1,1
1,2,10
1,3,20
1,4,11
2,1,2
2,2,11
2,3,21
2,4,12
3,1,3
3,2,12
3,3,22
3,4,13
4,1,4
4,2,13
4,3,23
4,4,14
5,1,5
5,2,14
5,3,24
5,4,15
6,1,6
6,2,15
6,3,25
6,4,16
7,1,7
7,2,16
7,3,26
7,4,17
8,1,8
8,2,17
8,3,27
8,4,18
9,1,19
9,2,28
9,3,38
9,4,29
10,1,20
10,2,29
10,3,39
10,4,30
11,1,21
11,2,30
11,3,40
11,4,31
12,1,22
12,2,31
12,3,41
12,4,32
13,1,23
13,2,32
13,3,42
13,4,33
14,1,24
14,2,33
14,3,43
14,4,34
15,1,25
15,2,34
15,3,44
15,4,35
16,1,26
16,2,35
16,3,45
16,4,36
17,1,27
17,2,36
17,3,46
17,4,37
18,1,38
18,2,47
18,3,57
18,4,48
19,1,39
19,2,48
19,3,58
19,4,49
20,1,40
20,2,49
20,3,59
20,4,50
21,1,41
21,2,50
21,3,60
21,4,51
22,1,42
22,2,51
22,3,61
22,4,52
23,1,43
23,2,52
23,3,62
23,4,53
24,1,44
24,2,53
24,3,63
24,4,54
25,1,45
25,2,54
25,3,64
25,4,55
26,1,46
26,2,55
26,3,65
26,4,56
27,1,57
27,2,66
27,3,76
27,4,67
28,1,58
28,2,67
28,3,77
28,4,68
29,1,59
29,2,68
29,3,78
29,4,69
30,1,60
30,2,69
30,3,79
30,4,70
31,1,61
31,2,70
31,3,80
31,4,71
32,1,62
32,2,71
32,3,81
32,4,72
33,1,63
33,2,72
33,3,82
33,4,73
34,1,64
34,2,73
34,3,83
34,4,74
35,1,65
35,2,74
35,3,84
35,4,75
36,1,76
36,2,85
36,3,95
36,4,86
37,1,77
37,2,86
37,3,96
37,4,87
38,1,78
38,2,87
38,3,97
38,4,88
39,1,79
39,2,88
39,3,98
39,4,89
40,1,80
40,2,89
40,3,99
40,4,90
41,1,81
41,2,90
41,3,100
41,4,91
42,1,82
42,2,91
42,3,101
42,4,92
43,1,83
43,2,92
43,3,102
43,4,93
44,1,84
44,2,93
44,3,103
44,4,94
45,1,95
45,2,104
45,3,114
45,4,105
46,1,96
46,2,105
46,3,115
46,4,106
47,1,97
47,2,106
47,3,116
47,4,107
48,1,98
48,2,107
48,3,117
48,4,108
49,1,99
49,2,108
49,3,118
49,4,109
50,1,100
50,2,109
50,3,119
50,4,110
51,1,101
51,2,110
51,3,120
51,4,111
52,1,102
52,2,111
52,3,121
52,4,112
53,1,103
53,2,112
53,3,122
53,4,113
54,1,114
54,2,123
54,3,133
54,4,124
55,1,115
55,2,124
55,3,134
55,4,125
56,1,116
56,2,125
56,3,135
56,4,126
57,1,117
57,2,126
57,3,136
57,4,127
58,1,118
58,2,127
58,3,137
58,4,128
59,1,119
59,2,128
59,3,138
59,4,129
60,1,120
60,2,129
60,3,139
60,4,130
61,1,121
61,2,130
61,3,140
61,4,131
62,1,122
62,2,131
62,3,141
62,4,132
63,1,133
63,2,142
63,3,152
63,4,143
64,1,134
64,2,143
64,3,153
64,4,144
65,1,135
65,2,144
65,3,154
65,4,145
66,1,136
66,2,145
66,3,155
66,4,146
67,1,137
67,2,146
67,3,156
67,4,147
68,1,138
68,2,147
68,3,157
68,4,148
69,1,139
69,2,148
69,3,158
69,4,149
70,1,140
70,2,149
70,3,159
70,4,150
71,1,141
71,2,150
71,3,160
71,4,151
72,1,152
72,2,161
72,3,171
72,4,162
73,1,153
73,2,162
73,3,172
73,4,163
74,1,154
74,2,163
74,3,173
74,4,164
75,1,155
75,2,164
75,3,174
75,4,165
76,1,156
76,2,165
76,3,175
76,4,166
77,1,157
77,2,166
77,3,176
77,4,167
78,1,158
78,2,167
78,3,177
78,4,168
79,1,159
79,2,168
79,3,178
79,4,169
80,1,160
80,2,169
80,3,179
80,4,170
