36,1,1
36,2,0
36,3,9
36,4,10
37,1,2
37,2,1
37,3,10
37,4,11
38,1,3
38,2,2
38,3,11
38,4,12
39,1,4
39,2,3
39,3,12
39,4,13
40,1,5
40,2,4
40,3,13
40,4,14
41,1,6
41,2,5
41,3,14
41,4,15
42,1,7
42,2,6
42,3,15
42,4,16
43,1,8
43,2,7
43,3,16
43,4,17
44,1,10
44,2,9
44,3,18
44,4,19
45,1,11
45,2,10
45,3,19
45,4,20
46,1,12
46,2,11
46,3,20
46,4,21
47,1,13
47,2,12
47,3,21
47,4,22
48,1,14
48,2,13
48,3,22
48,4,23
49,1,15
49,2,14
49,3,23
49,4,24
50,1,16
50,2,15
50,3,24
50,4,25
51,1,17
51,2,16
51,3,25
51,4,26
52,1,19
52,2,18
52,3,27
52,4,28
53,1,20
53,2,19
53,3,28
53,4,29
54,1,21
54,2,20
54,3,29
54,4,30
55,1,22
55,2,21
55,3,30
55,4,31
56,1,23
56,2,22
56,3,31
56,4,32
57,1,24
57,2,23
57,3,32
57,4,33
58,1,25
58,2,24
58,3,33
58,4,34
59,1,26
59,2,25
59,3,34
59,4,35
60,1,28
60,2,27
60,3,36
60,4,37
61,1,29
61,2,28
61,3,37
61,4,38
62,1,30
62,2,29
62,3,38
62,4,39
63,1,31
63,2,30
63,3,39
63,4,40
64,1,32
64,2,31
64,3,40
64,4,41
65,1,33
65,2,32
65,3,41
65,4,42
66,1,34
66,2,33
66,3,42
66,4,43
67,1,35
67,2,34
67,3,43
67,4,44
68,1,37
68,2,36
68,3,45
68,4,46
69,1,38
69,2,37
69,3,46
69,4,47
70,1,39
70,2,38
70,3,47
70,4,48
71,1,40
71,2,39
71,3,48
71,4,49
72,1,41
72,2,40
72,3,49
72,4,50
73,1,42
73,2,41
73,3,50
73,4,51
74,1,43
74,2,42
74,3,51
74,4,52
75,1,44
75,2,43
75,3,52
75,4,53
76,1,46
76,2,45
76,3,54
76,4,55
77,1,47
77,2,46
77,3,55
77,4,56
78,1,48
78,2,47
78,3,56
78,4,57
79,1,49
79,2,48
79,3,57
79,4,58
80,1,50
80,2,49
80,3,58
80,4,59
81,1,51
81,2,50
81,3,59
81,4,60
82,1,52
82,2,51
82,3,60
82,4,61
83,1,53
83,2,52
83,3,61
83,4,62
84,1,55
84,2,54
84,3,63
84,4,64
85,1,56
85,2,55
85,3,64
85,4,65
86,1,57
86,2,56
86,3,65
86,4,66
87,1,58
87,2,57
87,3,66
87,4,67
88,1,59
88,2,58
88,3,67
88,4,68
89,1,60
89,2,59
89,3,68
89,4,69
90,1,61
90,2,60
90,3,69
90,4,70
91,1,62
91,2,61
91,3,70
91,4,71
92,1,64
92,2,63
92,3,72
92,4,73
93,1,65
93,2,64
93,3,73
93,4,74
94,1,66
94,2,65
94,3,74
94,4,75
95,1,67
95,2,66
95,3,75
95,4,76
96,1,68
96,2,67
96,3,76
96,4,77
97,1,69
97,2,68
97,3,77
97,4,78
98,1,70
98,2,69
98,3,78
98,4,79
99,1,71
99,2,70
99,3,79
99,4,80
