VARIABLES= "X", "Y", "Z","P"
5.83984 6.90414 0.738653 0.000405078
6.9253 4.40821 0.990563 9.61512e-009
4.16878 2.07766 1.0647 0.00330622
3.20234 3.54514 2.20245 0.126491
3.1759 3.64829 2.01013 0.12993
3.29899 3.49284 1.19385 0.101118
2.5393 4.65174 3.14841 0.182629
5.46303 5.57004 0.139072 0.00106878
5.07461 6.84476 1.32743 0.00203483
3.12393 2.96305 1.89089 0.127637
3.06179 3.11813 1.73101 0.144324
6.08538 2.8072 1.23606 0.00346103
2.08593 3.74098 1.29195 0.664717
2.06422 5.21683 1.88918 0.0329502
2.10274 5.85342 1.39246 0.0110509
2.39439 4.86102 4.85514 0.257897
3.67 2.59199 1.95476 0.0580316
4.84977 4.48858 0.090098 6.45172e-010
5.50752 3.03263 1.21399 0.00775152
5.95999 3.80952 1.14065 0.00588267
3.29494 5.39515 0.446776 0.0129273
4.21588 6.56382 0.492775 0.00360324
2.87433 2.72051 4.28103 0.105595
3.78815 6.42266 0.0712072 2.48939e-009
2.08312 3.74273 2.83226 0.119624
2.96235 2.55171 4.19833 0.0773242
4.35597 5.61905 0.0900412 1.79664e-008
3.28523 2.81327 4.42674 0.061776
3.01133 2.50474 4.35813 0.0706054
3.52555 5.37972 0.0773244 1.81561e-007
2.82047 2.70721 4.46297 0.099544
3.16238 2.87028 4.54532 0.0767778
2.62074 6.30125 2.34597 0.0662949
2.90919 2.59825 4.48793 0.0848162
4.09694 6.61641 0.570277 0.00377636
3.2779 5.17062 0.104272 2.87483e-008
3.49406 6.92705 0.838797 0.00237209
4.44138 5.35755 4.09026 0.0238636
3.14602 3.93848 2.4823 0.135547
4.07916 6.8549 0.613709 0.00210497
6.89868 5.06925 0.0758932 3.24172e-005
6.20014 5.28747 0.0619475 1.53629e-009
6.4248 4.66256 0.603136 0.00131527
6.93384 4.59241 0.182123 7.02722e-009
3.6796 4.02034 1.62441 0.0777776
5.89388 4.98425 2.03217 0.00718324
6.01516 3.69493 2.41599 0.0077851
6.16751 5.93703 0.0641734 3.93141e-011
6.92305 4.8969 1.7335 0.000702492
5.91679 6.57595 1.59507 0.00187656
3.72418 6.43963 0.634266 0.00584899
4.83559 5.42468 2.185 0.0164007
4.1616 5.9826 2.59598 0.0221928
6.92043 5.81153 0.343773 3.63588e-008
5.98876 3.86487 2.77395 0.00792033
6.21609 3.68376 1.91813 0.00596584
4.58354 5.15814 3.24721 0.0261657
3.05356 2.51408 0.0884487 0.011843
4.4151 4.9259 4.10372 0.0285364
2.8761 3.97219 0.43698 0.0737373
5.44157 2.80398 2.30504 0.00970996
3.11106 2.89146 0.373053 0.0435344
4.73233 3.08869 2.29747 0.0267792
2.82611 2.10844 0.0913992 0.00847724
4.11054 6.78535 0.741862 0.00327495
2.32736 2.087 0.0798976 0.0153827
2.49551 2.51383 0.0568454 1.87594e-008
3.81394 4.27243 1.41624 0.0549835
2.9173 2.3323 4.35606 0.0706002
3.86234 5.24343 0.669659 0.0188876
4.19533 3.19586 2.22583 0.0514887
6.51469 6.15458 2.19798 0.00146791
5.34036 4.22422 0.395227 0.00363289
6.29741 6.24554 1.63446 0.00158604
6.4564 6.24838 1.69389 0.00138448
6.50353 6.34351 2.22163 0.00125516
6.84693 6.28398 0.237096 4.06164e-005
6.35978 6.38561 2.24264 0.00149756
5.85958 5.77554 0.33372 0.000992459
5.73679 5.38175 0.0658822 1.35901e-010
6.23886 6.52732 1.66945 0.00123973
5.33899 2.0762 0.300583 0.000389275
6.73003 4.81547 0.0687344 3.91051e-011
6.15101 6.56618 1.8054 0.0014646
5.89071 6.24733 0.069609 7.38865e-011
6.92082 5.56839 0.112031 4.97372e-005
5.91149 6.83456 0.62209 0.00040307
5.61229 3.15986 1.94005 0.00984515
6.45991 5.2815 0.0647388 3.6525e-011
5.56351 2.9923 2.01735 0.00962658
4.5859 2.41682 1.62902 0.0190363
5.8552 6.91813 1.40861 0.000557184
5.7124 2.94887 1.47537 0.00721887
5.54414 5.06186 1.77854 0.0100709
3.51178 4.9149 4.83337 0.0239771
6.91093 5.94836 3.55831 6.79614e-009
4.53496 6.66534 4.37147 0.00327139
5.21959 2.84151 0.900576 0.00673209
5.82726 2.92345 1.29716 0.0055384
4.97007 3.46736 1.34613 0.0160313
5.41455 2.91 1.06697 0.00611312
2.90662 4.56239 3.95219 0.131071
2.929 4.81327 4.17917 0.108342
5.73295 5.76837 4.89327 0.00155247
2.8707 5.02288 4.06144 0.118625
5.3326 6.55912 0.11224 3.43982e-009
4.3971 6.59284 3.65736 0.0075985
3.48198 2.39605 4.57162 0.0271584
3.05307 2.41563 2.68598 0.086486
3.32884 5.17599 4.01361 0.0706859
4.70033 6.41009 4.90054 0.00150363
2.6553 4.80134 3.76032 0.139934
3.51993 4.61633 4.76132 0.0345866
6.01366 6.92062 1.01173 3.76379e-009
3.13412 2.22616 4.38632 0.0369631
3.41882 4.97851 4.02195 0.0688022
5.74996 4.3944 4.27592 0.00653301
2.63866 5.10405 3.52584 0.146725
3.83933 3.99113 0.730046 0.0322682
4.00682 5.26797 0.0883366 1.46744e-008
4.01012 5.6806 0.164654 0.00159275
2.06302 6.71224 2.85654 0.0850911
2.67377 3.96046 2.27959 0.224689
4.47471 6.92853 0.173865 0.000297929
4.68148 3.83463 2.46482 0.0336727
6.78788 3.24573 0.0519348 1.34501e-011
3.57458 4.47795 0.977207 0.0471154
3.45439 4.67896 0.924041 0.0441451
3.0884 4.33978 0.902293 0.0730488
2.43352 6.93714 0.707951 0.00130345
3.86604 6.49481 1.42896 0.011981
3.14938 4.18148 0.887493 0.0707
6.06211 6.33863 0.069609 7.39861e-011
4.70138 6.59024 1.47833 0.00608217
6.04467 6.10802 0.202991 0.000245377
4.76766 6.63598 0.076126 3.16604e-009
4.04329 3.80573 1.92768 0.062555
2.90778 4.02834 1.39554 0.186405
3.25145 4.0701 1.46312 0.107471
3.98722 6.49973 0.49828 0.00375506
3.47102 5.50814 1.09261 0.0283525
6.16819 6.92783 0.0867679 4.44152e-005
5.59713 6.79717 0.707147 0.00072203
5.47866 6.89303 0.660233 0.000719131
3.15286 2.35824 4.44427 0.0514642
3.41952 2.06562 4.82152 0.0070439
6.25382 6.5555 0.133799 0.000120006
4.94278 6.77056 2.32297 0.003641
3.28233 4.37466 1.34586 0.0896185
6.92154 6.1455 2.38052 0.000514298
4.21434 5.06818 2.40962 0.0339336
6.08477 4.29349 2.6088 0.0078941
4.27512 4.46314 0.909095 0.027684
4.13439 3.35208 1.14207 0.0404426
4.21612 3.37493 1.34516 0.04094
2.42244 5.4511 0.388532 0.01114
5.48725 6.82697 0.238125 0.000250055
4.84147 4.57794 0.598107 0.009704
5.66968 6.90414 0.777258 0.000603794
6.00198 6.93042 0.526702 0.000214358
5.60596 6.92049 0.125885 0.000117057
4.61795 3.9805 1.16249 0.0216389
4.18652 4.11166 0.909112 0.0345783
5.31412 6.71703 0.11224 3.4489e-009
6.47501 2.76581 3.92654 0.00158977
6.47401 2.38472 4.01215 0.000931065
2.47133 6.31141 2.80115 0.139345
6.06523 2.59698 3.80555 0.00306389
2.95 6.79874 3.22123 0.0175759
3.74805 6.9186 3.04273 0.00637742
6.93599 3.74156 2.42146 0.00107164
5.93748 2.46552 4.07377 0.00226526
6.76465 3.99838 1.38722 0.00114148
2.67769 6.90581 2.30235 0.0168675
4.31991 4.87291 0.0838751 1.60272e-008
2.23417 4.62289 3.3115 0.280961
6.41438 2.78377 4.22174 0.0017184
5.6079 3.59072 4.38468 0.00594854
6.01999 2.47521 4.20185 0.00196544
3.08129 5.89688 4.78683 0.021857
2.73491 4.04055 1.2016 0.213223
2.94514 4.1481 0.915512 0.0957086
2.0792 4.81007 4.05241 1.07022e-005
2.61519 4.19528 1.03586 0.173726
3.08586 4.44788 1.29734 0.0939915
2.07775 5.98988 3.74205 0.000121886
3.74551 6.72128 4.83579 0.00192811
2.71165 4.33356 1.13019 0.139146
3.02984 5.96059 4.63086 0.0440638
3.91753 5.75487 3.4597 0.0299978
4.15159 5.50846 0.857939 0.0147141
4.53662 5.28778 1.47359 0.0204779
4.03598 4.26783 1.34463 0.0458599
3.30321 6.77457 0.428587 0.00176014
2.51168 5.47739 1.64619 0.048539
3.68084 5.91986 0.143631 0.00135535
2.96523 6.39767 0.972645 0.0114495
4.65035 4.48993 1.44819 0.0251082
5.15588 5.01676 0.837006 0.00798211
4.64915 5.72018 2.74259 0.0167714
2.38221 5.02483 0.420203 0.0230792
3.68385 3.52898 0.786642 0.0534082
3.91781 2.99373 1.06263 0.0504632
3.58719 2.89416 1.79656 0.078218
6.66361 6.07676 1.33294 0.000930706
5.97904 6.45697 1.1138 0.00156597
6.26492 6.41488 0.730916 0.000752549
6.56927 6.37934 1.04326 0.000645363
6.03049 6.41088 0.935188 0.00112827
6.50824 6.46168 1.1346 0.000762506
6.44294 6.23192 1.30781 0.00129096
5.84602 6.11857 1.672 0.00329429
3.73761 5.78258 4.92228 0.00457637
3.82481 2.15956 4.78515 0.00581394
2.51276 6.54282 1.53642 0.0124232
2.11289 6.18586 3.50358 0.0745966
6.0737 6.01472 0.846146 0.00156314
6.10235 5.4564 1.20026 0.0027525
3.12409 5.70476 0.0673178 1.13873e-006
3.79745 6.92442 0.30407 0.000446438
5.58246 6.11153 1.19557 0.00378451
2.43472 6.07348 0.0845342 1.23227e-008
5.84055 6.11517 1.42441 0.00304693
2.65831 3.949 3.12309 0.168385
2.51868 3.98758 3.20415 0.180909
3.25949 2.98974 2.8457 0.0992254
3.00727 5.02692 1.62712 0.0804377
2.97715 4.29159 3.01052 0.141028
2.90244 3.99717 3.22108 0.144703
3.43207 6.91375 1.49395 0.00483737
4.46716 4.00313 2.19952 0.0408724
3.16485 3.63522 3.01781 0.122122
2.78231 3.61085 2.97698 0.166617
2.86715 3.40796 2.40541 0.168346
6.93125 5.9665 1.09154 0.000188513
2.62583 3.3782 2.60979 0.164583
5.13931 6.65212 0.455415 0.00103177
6.00372 6.56783 0.438089 0.000580914
5.55388 5.74494 0.0688933 7.33675e-010
2.7808 4.01081 2.00467 0.22127
5.03113 6.89006 0.101909 0.000277816
5.25935 6.90648 0.34939 0.000423231
5.58738 6.55901 0.266396 0.000646665
6.84197 4.17165 1.59756 0.000788613
3.00342 3.61832 2.03942 0.163301
3.10853 3.92847 2.64762 0.13383
3.04412 4.04592 3.11828 0.130655
2.43385 5.12245 0.630635 0.02838
5.90498 6.38355 0.763575 0.00122144
6.07039 3.72358 1.31754 0.00608449
6.8421 2.83476 0.69663 0.000425035
5.61631 2.74769 1.71496 0.00681956
5.62856 2.94023 3.18327 0.00814233
5.8671 2.83809 2.26182 0.0061765
5.51589 2.81074 3.20479 0.00797111
6.14731 3.51087 2.42756 0.00625076
3.14921 4.89776 4.77592 0.0533382
2.27304 5.01209 0.262929 0.00929031
6.9323 4.58569 4.09449 0.000952515
6.72892 4.80028 2.85469 0.00242231
2.13965 5.34225 0.293925 0.00624189
6.2769 2.71317 2.59093 0.00367882
6.59955 4.48151 4.69828 0.000977791
5.63809 6.8304 4.59668 0.000299529
4.45235 4.02371 4.76993 0.0123995
6.94825 5.10393 4.30569 0.00062177
5.73684 2.96458 2.32544 0.00784491
6.07383 5.50578 4.92449 0.00110634
4.94107 6.90462 4.25992 5.05952e-008
6.04025 3.33126 2.4968 0.00660145
5.84186 4.62836 0.906274 0.00392231
6.86365 3.88917 2.83837 0.00148431
6.18951 4.29678 1.40621 0.00433958
6.09322 4.29052 2.93112 0.00696008
5.69244 5.07977 2.11473 0.00886197
4.16235 3.84788 4.92106 0.010976
2.8205 5.88802 1.29961 0.0271584
3.28487 6.89998 4.48921 0.00392672
2.82915 5.57633 1.15023 0.0312911
3.00177 5.22849 1.06496 0.0407829
3.3645 5.32807 1.00314 0.0343752
4.81703 4.48733 4.92592 0.00496923
3.4226 5.64942 0.909917 0.0216955
3.25186 5.54229 0.49106 0.0142813
3.68821 5.48954 1.08755 0.0280744
5.5346 2.13578 3.50011 0.00192523
3.86435 5.45826 1.28986 0.0316658
4.18581 6.16416 1.42849 0.011657
3.90439 6.00621 1.09894 0.0133575
3.87004 6.05635 2.03368 0.0246833
3.10979 5.79877 1.03901 0.0209953
3.78599 2.18678 0.174796 0.00329145
6.94627 3.35669 0.134366 8.47807e-010
5.85006 2.07477 2.02065 0.00149155
6.05292 2.56005 0.740338 0.00201683
6.91619 2.86552 3.3016 0.000588719
6.80718 4.98231 2.56694 0.00176271
2.92908 5.70387 1.2239 0.0318611
2.66157 5.89973 1.28041 0.0259071
6.92369 3.64335 3.88905 0.00112695
3.96819 2.07766 1.18088 0.00665558
2.81627 5.4467 0.887634 0.0263538
2.89236 6.12051 1.52804 0.0269844
3.52371 6.1018 1.01531 0.014257
3.25766 5.6603 0.752798 0.0175103
6.85461 2.30528 0.0735618 5.24617e-005
3.36544 5.10226 1.1874 0.0463729
5.95618 2.89443 4.3679 0.00319221
6.45828 2.59838 3.86658 0.00142553
6.57932 2.53844 4.4935 0.000529253
6.53853 2.83224 4.30217 0.0012882
6.47371 2.35795 4.36967 0.000626016
4.16639 6.36276 1.49256 0.0106491
3.78359 6.22066 2.40757 0.0237895
4.62577 5.99248 2.21544 0.0135766
6.91936 3.13005 1.12659 3.57118e-009
6.92568 3.03144 0.143439 7.14132e-005
4.42948 5.84584 2.34731 0.0184429
4.77923 4.8898 4.92856 0.00371931
5.84773 6.49444 2.59539 0.00235582
3.09793 5.79816 0.839727 0.0207035
6.84158 3.64636 0.338962 0.000167296
4.42546 6.09233 1.97681 0.0149504
4.19944 6.20665 1.14887 0.00836839
6.68037 3.6014 0.128833 9.46405e-005
3.05589 2.39784 1.34506 0.0798305
3.26758 5.66629 1.62591 0.0410024
6.27418 2.05917 4.26267 2.73186e-009
3.82803 6.24152 2.57458 0.0239311
6.92286 4.05685 4.82847 0.000367002
3.4613 4.24926 3.67239 0.0912761
3.24606 5.70357 2.87725 0.0517685
4.04419 6.52064 3.11782 0.0133431
3.38401 6.14065 2.61311 0.0390944
6.93923 4.79519 4.63786 0.000379607
5.00584 2.63038 4.9241 0.00211409
6.92444 5.32983 4.63319 0.000459006
6.37656 3.70584 4.73513 0.00144233
3.34259 6.0627 2.34203 0.0370161
3.28959 5.80887 2.54335 0.0445952
4.47689 6.00226 2.81776 0.0141666
3.88028 4.74979 0.895521 0.0288362
4.25767 6.38872 3.22232 0.0125975
4.09539 6.60056 3.31296 0.0115727
6.92603 3.09185 4.6598 0.000251135
3.68477 6.51339 3.50541 0.0204744
6.78178 3.22038 2.26046 0.00150795
5.8178 2.07945 3.84109 1.55987e-008
3.67091 6.52573 3.15242 0.0194977
4.22465 6.07705 2.76425 0.0190844
3.62288 6.43608 3.33172 0.0234895
3.63909 6.22304 3.22853 0.0299962
3.47057 5.95233 3.36161 0.0428723
5.61387 5.92851 2.95085 0.00645015
3.40835 5.82722 3.95847 0.0490254
2.93226 5.22065 3.75921 0.0984425
6.53543 2.14213 4.47354 0.000159759
6.62841 4.41668 4.52114 0.00165778
3.12366 6.06278 4.01545 0.0575852
5.08681 3.01106 3.94754 0.0113478
3.00333 6.19104 3.37862 0.0559515
3.08987 6.25294 3.69618 0.0485566
3.1573 5.8462 4.00963 0.0598878
2.77215 5.58094 3.37467 0.110841
5.4905 2.07352 3.94378 0.00122896
4.5793 5.65598 2.96223 0.0196607
3.6412 4.84522 3.63987 0.062668
6.9237 2.68269 4.33557 0.000234726
6.17885 2.06943 3.89557 5.28356e-009
6.92286 3.89725 4.91073 0.000192156
2.80061 5.04771 3.63821 0.126202
5.89086 4.19317 0.298539 0.00129999
4.59441 5.83437 2.61917 0.0156013
6.52038 5.80736 0.437888 0.000511361
6.75404 4.43241 4.71115 0.000845706
3.05085 4.79753 2.67105 0.106536
2.84966 4.61935 3.74769 0.134863
2.95382 4.92296 3.57666 0.112024
6.92526 4.84258 1.16444 5.50766e-009
5.56471 6.00127 0.375099 0.00114612
2.28077 6.53481 0.959871 0.00386388
2.87406 6.86256 3.11534 0.0165596
2.07884 5.68893 2.39363 0.0457586
3.36702 5.30759 4.56418 0.0487072
6.83674 4.59453 4.82855 0.000426656
5.78954 6.10772 0.455856 0.00107303
2.47526 5.61189 3.61443 0.135096
2.61451 5.64544 4.14928 0.134386
5.98681 4.19242 2.80036 0.00774708
4.85845 4.20466 1.3372 0.0199735
5.59765 2.60731 2.92441 0.0063825
5.40972 6.76787 1.84338 0.00222608
5.08101 2.82857 2.68168 0.0137294
6.05661 5.12795 2.11035 0.00647244
3.33723 3.40474 2.2417 0.11118
6.10123 4.02497 2.75658 0.00714782
6.61983 2.2517 4.14374 0.000468219
5.40049 2.43457 4.91282 9.67181e-008
5.15978 2.07665 4.11414 0.00239372
6.49117 6.74906 0.971976 0.000316098
6.5323 6.1403 3.98172 0.00150157
6.9346 3.60953 2.66017 0.000914644
5.9036 4.51123 4.93114 0.00152006
6.11614 6.34688 3.95793 0.00198347
6.93421 2.54017 4.0747 0.000247551
6.20181 5.60905 3.8618 0.00354561
5.95845 2.07598 4.06244 5.98385e-009
5.88851 6.13181 3.72238 0.00312649
5.98883 2.09693 3.60875 0.000878202
5.25457 2.08318 4.64862 0.00101118
5.5115 3.65408 4.92519 0.00143345
6.50871 5.90308 4.19061 0.001506
6.00028 5.66156 3.82118 0.00424551
6.93144 3.70309 3.05885 0.000898068
5.93867 2.39831 2.00231 0.00305076
5.8213 2.0725 3.36939 2.90837e-008
5.60226 2.27349 0.23316 0.000628133
5.74614 6.09111 3.55566 0.00436319
4.41857 2.79993 3.55511 0.0289006
4.17041 2.59286 3.45196 0.0300781
3.3159 3.81125 3.79147 0.103713
6.92871 3.21833 2.99569 9.08618e-009
3.59623 3.82404 4.17199 0.0712215
5.74464 4.3389 3.24555 0.0109233
4.66505 2.0768 2.85199 0.00638039
3.75257 2.25176 2.83927 0.0239193
5.98721 3.32573 0.228226 0.000886113
3.75527 2.76512 3.05724 0.0565144
5.24875 2.06504 3.11302 5.87691e-008
6.68737 2.08736 1.59938 0.0003138
4.45779 2.26701 4.40034 0.00647059
3.19098 3.38046 4.23163 0.103209
4.12032 4.11369 3.30122 0.0584404
3.64355 2.96789 1.9485 0.079182
6.53476 6.80987 1.42286 0.000407346
6.41401 6.55563 0.99876 0.000752639
3.81008 3.66804 0.856697 0.0485661
2.70184 2.07236 1.72908 0.0842491
4.11994 3.20336 1.8937 0.0478559
4.46751 2.0768 3.12451 0.00792826
4.34212 2.76657 1.13031 0.0235055
6.40145 3.18582 3.03956 0.00319023
2.39056 4.10078 2.09009 0.301563
4.01907 2.8143 0.933792 0.0353515
2.10442 5.60431 1.58971 0.0207439
5.3541 3.90205 0.0663572 6.02073e-009
5.72069 5.43817 2.30593 0.00777439
4.61757 3.3948 4.91558 0.0062753
4.8475 5.71659 2.45027 0.0141849
5.90711 4.98575 2.69997 0.00787185
6.00293 5.94038 2.08032 0.00455451
6.9346 3.45114 2.65275 0.000786278
6.05443 5.72748 2.81835 0.00465307
2.23088 2.93709 2.39569 0.176185
5.41725 5.31942 3.62995 0.0111294
6.9237 2.58068 4.46469 0.00016734
6.32913 2.05917 4.09771 2.73734e-009
5.99523 5.92333 2.83781 0.00454823
5.88523 5.71809 2.23623 0.00528047
6.46064 2.29768 4.94214 0.000114909
5.70213 5.55519 0.830172 0.00292587
4.86575 2.74041 4.85155 0.00346542
6.01361 5.46179 2.5229 0.00642391
6.0518 5.60671 2.27632 0.00549198
6.53413 3.56695 3.1328 0.00305191
6.391 2.06885 4.68816 4.75168e-009
6.07482 5.1849 1.45336 0.00347216
6.70332 2.3122 3.16641 0.000617945
6.49688 2.07925 2.43765 0.000529415
6.13019 4.99957 2.26551 0.00574962
4.49775 4.1867 1.91505 0.0375593
6.19062 2.06943 3.71832 5.29635e-009
6.86456 2.93077 2.68615 0.000494985
6.80465 2.28445 3.32374 0.000178109
2.90313 5.28409 2.47838 0.0854733
4.34144 4.75841 4.22636 0.0310975
6.10131 5.99461 2.64001 0.0038188
6.95444 2.22727 1.06411 7.33976e-007
5.79552 3.90387 2.82503 0.0102605
3.32802 4.17063 1.27954 0.0849725
3.3719 2.89974 1.40844 0.0978198
6.92639 2.36127 1.5516 0.000160567
6.4459 2.28932 0.0652641 7.39033e-010
6.78468 5.08658 1.20449 0.000549255
3.20769 2.74505 2.31509 0.102129
6.32821 6.75064 0.967499 0.000317101
3.70167 2.98913 1.06149 0.0536993
5.14509 2.06285 0.873306 1.97662e-008
3.46949 2.55004 0.157038 0.00779648
2.87625 3.80365 1.42631 0.195578
4.06268 3.74343 4.84049 0.0162993
3.66898 3.05933 1.57271 0.0766718
5.65665 3.50721 1.49231 0.00938235
4.17956 3.39247 0.0826608 3.91861e-009
4.22906 3.22327 0.858279 0.0258546
4.42299 2.08204 2.02591 0.00758087
4.17994 3.58911 0.975529 0.0339686
5.36949 2.39125 0.700138 0.00307146
4.05111 2.94039 2.37078 0.0459291
4.59312 2.07546 1.49426 0.00564018
2.7429 2.43781 2.20312 0.146809
2.88732 3.03941 2.03772 0.183973
3.88592 2.75788 1.47946 0.0486511
3.7653 3.22512 0.913241 0.0514924
3.12167 2.41905 3.15522 0.0742971
3.74018 2.74447 1.86857 0.054674
3.98618 4.71901 1.82847 0.0464929
4.22776 5.98005 2.98557 0.0198389
6.7683 3.21647 0.203551 0.000176931
4.4152 2.08835 0.635554 0.0038782
4.21435 2.94619 2.4943 0.0431979
3.66087 2.81772 3.65216 0.0524884
4.75937 2.06335 1.27901 0.00447697
2.77128 3.11214 2.7981 0.139683
4.58591 2.07172 1.10468 0.0052136
6.92469 3.62291 1.28653 0.000679883
3.15519 3.06293 4.1952 0.0883517
2.82421 4.12523 3.71145 0.158088
3.93164 2.2505 4.64634 0.00738164
6.32543 5.64422 4.3616 0.00185382
5.55784 5.63705 4.01615 0.00624711
6.85834 5.91363 4.27921 0.000607384
2.74147 4.48612 3.63971 0.146041
3.81642 4.62592 0.0845512 6.67487e-010
6.67963 5.07661 4.74471 0.00068974
6.01548 6.34583 3.77151 0.00200117
5.6758 6.4814 4.07196 0.00223465
5.67409 6.45846 3.62618 0.00288311
6.76892 2.94351 3.82795 0.00103481
6.27513 6.47031 3.63666 0.001623
6.0329 6.49943 4.08592 0.00184632
5.44072 6.10058 2.2784 0.0062505
2.16774 4.32196 1.84329 0.409398
3.43243 5.97299 2.17889 0.0350364
2.06959 3.98551 4.3215 0.191867
2.46673 5.35381 2.90265 0.132229
3.047 3.92811 4.93832 0.0514684
2.97548 5.9139 2.60044 0.061308
2.88348 6.14239 3.01664 0.0670277
3.01286 6.26305 1.16692 0.0162946
3.17809 6.13069 0.929516 0.014659
3.84724 2.09746 4.11565 0.0117338
3.97954 2.09094 4.38213 0.00814666
2.07856 3.60271 3.98943 0.457928
4.12575 2.09094 4.47254 0.00440467
3.30373 5.74723 1.08682 0.0236546
3.56014 6.16267 0.503971 0.00757355
3.3088 6.54072 0.565009 0.00526357
2.8532 4.27671 1.45516 0.15677
4.22483 2.18617 4.91121 3.58331e-008
5.14222 2.25814 4.65206 0.00215889
6.76198 6.07271 3.7929 0.0011538
3.0131 4.4248 1.08654 0.0867201
3.7567 5.54955 0.901004 0.0222668
5.33001 5.91187 1.20747 0.00503746
2.92619 5.7245 0.848437 0.0209567
2.94852 5.28899 0.91202 0.0332232
2.82789 5.32025 1.55132 0.0554973
2.27415 4.60386 2.00563 0.142341
2.40577 4.35807 2.04042 0.177485
3.13744 4.77848 0.989548 0.0665708
2.82893 4.8073 1.06716 0.0794932
2.67894 4.86239 1.16588 0.0799751
2.08581 4.41818 3.19511 0.450154
6.77727 5.19778 4.81746 0.000509018
4.06351 2.07711 3.89373 0.00983819
4.54442 2.90476 3.23303 0.0294522
4.24829 3.5993 4.2143 0.0351256
2.06842 4.58133 3.63855 9.43194e-006
4.39968 3.61497 4.92106 0.00853968
4.59875 3.0272 2.46504 0.0309437
6.27636 4.00096 4.92529 0.000561548
4.75195 4.57423 4.41297 0.0157027
6.91472 3.89802 3.2803 0.00111249
5.61438 2.89071 2.21128 0.00823789
6.9318 5.83021 4.60003 0.000400336
4.34203 6.92122 3.50241 0.00248745
6.91238 4.93833 3.15302 0.00122195
6.35046 6.9183 3.49861 0.000442372
6.92893 4.48108 3.43267 0.00111563
4.48523 6.5807 2.96775 0.00739581
6.89379 5.48689 3.97348 0.00117359
5.03211 6.91943 4.71037 2.10876e-009
6.9342 6.05475 4.22316 0.000409383
5.26881 5.40359 4.91857 0.00323247
3.66874 6.74066 2.45512 0.0124485
4.54687 6.93115 2.73253 0.00255091
6.82147 5.84742 3.9102 0.000899853
2.0792 4.6498 4.06561 1.07094e-005
3.43894 6.20214 2.40809 0.0319237
5.05573 2.39738 2.34069 0.00947439
4.6934 4.11856 3.76924 0.0278984
5.1111 3.12614 3.66266 0.0121348
3.8364 3.22106 4.04566 0.0422451
6.19704 5.27908 4.91656 0.00110101
6.92082 5.57882 4.82776 0.000354654
5.03876 6.80949 4.92947 9.70725e-009
5.40152 2.54811 3.62605 0.00656105
4.23842 6.92427 4.2259 0.00222038
4.77141 3.45455 4.12017 0.0203812
6.80104 4.9626 4.81299 0.000460019
6.9323 4.7487 4.11782 0.000715003
5.72537 5.29298 4.88915 0.00245635
5.22191 2.52634 3.5923 0.00738833
5.60759 4.22465 4.26937 0.00745455
2.50863 2.843 2.36263 0.17528
6.46799 6.36978 4.41051 0.000802936
6.10822 6.83658 3.12567 0.000927444
5.99905 2.66411 3.20503 0.00460766
4.78872 2.59191 3.02216 0.0157408
2.14771 3.04684 3.15762 0.0800715
4.94404 6.27169 4.92421 2.04713e-007
4.7728 2.5077 3.13674 0.0156377
5.08864 2.47654 3.41126 0.0089424
6.94327 2.62116 4.73112 9.52026e-005
5.39371 2.58492 2.29225 0.00811367
4.67381 2.60854 3.21179 0.0171926
2.75282 3.75953 4.37134 0.189354
5.16311 2.41057 3.27476 0.0073445
4.28418 2.62793 4.93601 3.47964e-005
5.49892 4.54923 4.62378 0.00566056
5.22055 2.18425 4.80631 0.0011329
3.41625 5.24443 4.84626 0.0172592
4.26481 2.06728 2.78741 0.00944469
3.67645 2.40889 3.35014 0.0406031
2.41087 3.9564 4.34298 0.255752
3.36001 4.33341 4.78584 0.0548579
3.48156 3.76283 4.93561 0.0199132
5.25852 2.56375 2.98883 0.00972274
4.94376 2.45698 2.95427 0.0108669
2.07285 5.22781 4.41075 0.398136
2.97387 5.43224 4.89891 0.0305071
3.55282 6.93128 3.27536 0.00695819
2.21278 2.92797 3.24227 0.121554
2.22808 3.12335 2.91652 0.12088
5.77536 3.05974 3.78636 0.00618003
2.16457 5.65213 0.924915 0.0134174
3.5404 5.34742 4.92514 1.87576e-007
6.23388 3.82534 3.96556 0.00438892
3.42628 6.02519 4.93264 0.00558175
4.00362 5.59227 4.59103 0.020042
5.14371 4.17408 3.79968 0.0170778
6.71286 3.48139 0.463898 0.000392484
6.12628 4.54417 4.03685 0.00537665
6.04543 4.69135 2.90768 0.00726347
6.08156 4.30757 3.70076 0.00627907
2.07826 5.18572 3.78892 0.503027
3.54638 6.93128 3.47292 0.00592451
6.0775 4.09702 3.48452 0.0063936
2.14344 4.85734 4.36918 0.0570235
6.29335 3.33446 0.866321 0.0021518
2.0785 5.59661 3.9978 0.530909
5.71383 3.06239 2.82626 0.0090825
2.35383 3.10702 4.04909 0.194174
2.43864 3.13581 3.93964 0.184871
2.21287 3.18304 3.79373 0.235175
3.01272 2.26276 0.870813 0.0556299
4.16116 2.23547 1.59409 0.0125218
4.24553 4.32951 0.0766159 2.73267e-011
6.55299 2.25557 0.551264 0.000327547
3.66245 4.87629 0.0898182 0.00465007
2.78452 4.55443 0.0901194 0.00910258
3.45081 3.81896 0.162852 0.0128776
