VARIABLES= "X", "Y", "Z","T"
1.17775 1.20666 0.406654 24.6287
1.81343 1.17624 0.539347 1.98055
1.69428 1.42466 0.986299 0.781488
1.78976 1.24466 0.654379 2.48134
1.76913 1.15668 0.662916 2.46381
1.65315 1.19098 0.640624 4.27108
1.75684 1.19045 0.834698 1.90835
1.72884 1.25657 0.494012 3.76045
1.47076 1.83534 0.0302174 2.95198
1.84947 1.1952 0.607194 1.70006
1.35166 1.01549 0.694199 4.47209
1.30533 1.70766 0.640986 18.1318
1.61147 1.01377 0.543443 1.02985
1.66243 1.74184 0.388193 4.83049
1.8113 1.82382 0.378341 1.81879
1.82019 1.01582 0.302119 0.422619
1.65507 1.81344 0.200967 3.64067
1.60973 1.11067 0.76067 3.03085
1.4693 1.66155 0.258668 10.4001
1.9822 1.06084 0.120367 0.100828
1.68493 1.80826 0.414691 4.43279
1.18748 1.98487 0.886972 21.7497
1.73522 1.09204 0.970111 0.458682
1.20713 1.80548 0.717027 30.4546
1.3099 1.70441 0.768858 18.2024
1.29106 1.78394 0.856881 19.5094
1.48243 1.03243 0.968586 1.48324
1.35077 1.8472 0.786883 14.2172
1.25902 1.78687 0.890676 21.9432
1.15631 1.73844 0.771176 31.8467
1.23091 1.80523 0.874826 27.6652
1.19767 1.57826 0.796298 26.5754
1.23333 1.09717 0.0553387 16.6654
1.31377 1.01549 0.708827 6.36722
1.98379 1.73944 0.57529 0.548048
1.17327 1.64073 0.743926 24.3245
1.20901 1.70041 0.791015 24.8302
1.23122 1.66453 0.830174 23.9577
1.5991 1.44666 0.968797 2.41338
1.94274 1.20968 0.914685 0.432906
1.12026 1.50048 0.917402 51.1594
1.20947 1.27021 0.160662 21.9557
1.25542 1.98478 0.942487 9.42546
1.16628 1.61788 0.654602 18.8621
1.30013 1.56599 0.986209 6.12952
1.27228 1.52969 0.818103 20.552
1.36214 1.24526 0.0429491 5.08993
1.17891 1.98436 0.51586 18.6477
1.17031 1.41291 0.327917 17.0734
1.18576 1.1331 0.26113 27.4799
1.45457 1.42992 0.164792 7.99714
1.06102 1.94789 0.962373 229.534
1.51563 1.83487 0.349019 7.05938
1.42655 1.66642 0.914002 7.80842
1.33785 1.36127 0.168398 11.9711
1.29763 1.7055 0.291852 17.8942
1.20677 1.50969 0.360991 16.7678
1.465 1.519 0.254924 10.1229
1.19848 1.85048 0.359204 29.6328
1.29915 1.57543 0.193732 17.5528
1.01848 1.88118 0.729183 52.5053
1.19242 1.88514 0.983696 21.0103
1.27109 1.5157 0.199038 19.0845
1.27847 1.55177 0.175493 17.8459
1.85923 1.69871 0.75793 1.61965
1.61237 1.83296 0.727554 4.22234
1.78425 1.71309 0.517914 3.07186
1.01785 1.17531 0.98213 233.989
1.7519 1.82553 0.55588 2.97914
1.35159 1.21697 0.0275077 3.84871
1.09416 1.28217 0.93927 103.091
1.80172 1.66121 0.393977 2.578
1.57519 1.81998 0.348723 5.84094
1.82766 1.69445 0.596262 2.46912
1.02037 1.13214 0.895892 88.8089
1.62324 1.44361 0.166455 3.69272
1.85197 1.30938 0.222604 1.54145
1.80386 1.54342 0.203647 2.22164
1.82885 1.36685 0.178726 1.58668
1.30785 1.45608 0.788964 18.1131
1.49791 1.35709 0.690955 9.95427
1.36456 1.30413 0.742354 15.8139
1.03963 1.94414 0.939798 235.143
1.33985 1.24275 0.773295 18.5308
1.39536 1.20426 0.74778 13.9268
1.50487 1.26117 0.826915 7.73397
1.45554 1.21023 0.802472 9.52487
1.15856 1.26806 0.777569 29.9649
1.53791 1.20116 0.161487 5.2316
1.27223 1.23736 0.0289753 6.09299
1.05659 1.69982 0.708273 18.7801
1.6126 1.11562 0.263407 2.94644
1.17133 1.91975 0.20812 40.5199
1.08597 1.90206 0.41307 66.0631
1.01473 1.80672 0.46172 15.2104
1.25944 1.20421 0.0444114 9.77337
1.59482 1.121 0.18653 2.69994
1.50356 1.25961 0.172721 6.43244
1.68128 1.226 0.210237 2.97096
1.62516 1.15023 0.198116 2.80048
1.11175 1.01685 0.863715 65.5773
1.16508 1.04046 0.949856 31.9935
1.02037 1.11948 0.936204 200.495
1.04095 1.18779 0.868088 78.5533
1.60927 1.1504 0.281273 3.41205
1.33198 1.22697 0.524576 15.298
1.38374 1.19639 0.587804 12.8886
1.0219 1.04916 0.95577 247.111
1.2336 1.59757 0.0315553 15.5759
1.5829 1.1931 0.625606 5.73854
1.56824 1.17453 0.590612 5.89245
1.53754 1.21866 0.720418 7.08134
1.57141 1.23749 0.562807 7.03596
1.65495 1.46626 0.633098 5.4361
1.54051 1.32416 0.861306 6.11844
1.01647 1.30127 0.898161 76.749
1.32987 1.34347 0.891243 15.5089
1.30894 1.62471 0.0461148 10.6837
1.4865 1.17691 0.512032 7.63153
1.12099 1.81901 0.23037 41.9093
1.37149 1.1703 0.718495 13.3298
1.01636 1.79546 0.681285 18.1119
1.38454 1.96447 0.98184 1.88949
1.01383 1.50161 0.986145 238.944
1.28414 1.96104 0.545143 13.424
1.31425 1.17878 0.622779 17.0932
1.31292 1.79844 0.983002 6.30102
1.26111 1.6594 0.0461253 14.7016
1.01416 1.67885 0.756231 10.7115
1.41656 1.92679 0.722823 9.21502
1.01612 1.69957 0.538716 5.98894
1.44437 1.83959 0.754757 9.21859
1.27693 1.8365 0.782315 23.085
1.44141 1.9042 0.71223 8.55193
1.3904 1.90587 0.773089 10.2425
1.35523 1.90794 0.724256 13.6867
1.35325 1.88476 0.669712 14.5977
1.07836 1.19688 0.746441 40.7637
1.40903 1.75701 0.453689 13.5534
1.52801 1.8066 0.484065 7.78852
1.09593 1.05078 0.762453 97.9355
1.68731 1.67074 0.478123 4.59914
1.77616 1.81909 0.21214 1.93308
1.57153 1.82794 0.472448 6.54905
1.51041 1.80352 0.172178 6.41879
1.52375 1.65918 0.164713 6.18867
1.68204 1.40791 0.614926 5.30562
1.40892 1.8187 0.34509 12.5932
1.01566 1.05918 0.779571 206.922
1.04323 1.05455 0.55169 154.369
1.05314 1.02074 0.251388 176.292
1.38162 1.03188 0.843885 6.50002
1.01547 1.04301 0.615771 201.414
1.0219 1.02139 0.927992 266.876
1.19632 1.04686 0.246215 19.4694
1.26128 1.07215 0.699792 20.6863
1.19375 1.57018 0.327399 19.1213
1.4164 1.25086 0.478718 10.3435
1.42187 1.66211 0.7138 11.9806
1.39595 1.81841 0.477669 13.0258
1.25006 1.02981 0.154387 9.89736
1.44112 1.76525 0.0799605 6.74412
1.3493 1.76407 0.498229 15.5115
1.01809 1.94373 0.653853 162.837
1.29333 1.56016 0.121044 17.3479
1.13731 1.87877 0.954216 47.9168
1.31009 1.5509 0.157484 16.6302
1.31216 1.45017 0.0969815 12.0478
1.01507 1.33827 0.510002 5.60846
1.01598 1.87617 0.530017 35.1018
1.31848 1.53654 0.0984766 13.106
1.98536 1.51654 0.901651 0.305738
1.81705 1.91209 0.047161 0.426886
1.33409 1.47372 0.157796 13.603
1.2157 1.09676 0.798407 33.9784
1.28116 1.23117 0.848653 22.9452
1.1692 1.22793 0.799901 35.1082
1.01574 1.49919 0.647423 4.32855
1.37081 1.81671 0.986005 3.50527
1.64353 1.98369 0.793131 1.24349
1.20384 1.58293 0.985462 11.3642
1.27686 1.30132 0.778943 21.8835
1.26555 1.2387 0.655141 22.9521
1.24198 1.72811 0.866189 23.8934
1.25128 1.62974 0.832145 20.7622
1.30718 1.65019 0.894579 15.5897
1.63076 1.66168 0.953133 2.18468
1.16395 1.72623 0.565057 21.0155
1.12195 1.76608 0.62094 26.305
1.73478 1.96975 0.0307009 0.274448
1.12282 1.73157 0.562218 20.8617
1.17136 1.73961 0.66323 25.3246
1.20939 1.56425 0.739826 21.4586
1.15929 1.60604 0.76127 24.566
1.01515 1.7376 0.387895 9.21159
1.01413 1.28277 0.485007 7.70879
1.33124 1.61551 0.776755 16.969
1.58819 1.55511 0.762712 6.02155
1.62196 1.51369 0.0319614 1.55342
1.49275 1.63981 0.610585 9.71168
1.64815 1.03291 0.108599 0.700298
1.22556 1.80556 0.576923 23.9341
1.1574 1.45653 0.738021 21.5742
1.70943 1.98284 0.0167001 0.193204
1.83692 1.42245 0.488364 2.64261
1.16014 1.44276 0.704806 20.4032
1.24156 1.16373 0.705821 27.4715
1.9496 1.34934 0.018748 0.250426
1.33702 1.49329 0.838004 15.6412
1.98541 1.73176 0.39238 0.462044
1.98063 1.39824 0.0198645 0.134768
1.82475 1.01798 0.018011 0.0752031
1.98368 1.29333 0.0164146 0.0986429
1.3467 1.28984 0.849917 16.1885
1.96896 1.32427 0.0351626 0.207661
1.70394 1.37358 0.69307 4.28211
1.23424 1.04601 0.132082 13.0735
1.61278 1.17176 0.63901 4.56102
1.30626 1.1857 0.67462 19.6794
1.37635 1.20709 0.789511 13.8525
1.15812 1.21408 0.580929 27.2492
1.17168 1.1869 0.645662 32.8658
1.17101 1.18206 0.607349 32.4536
1.23997 1.12344 0.662995 27.5144
1.27781 1.17447 0.571113 20.1
1.24346 1.13164 0.626442 25.8975
1.8003 1.12127 0.743545 1.36817
1.73548 1.10098 0.779 1.72812
1.8269 1.23381 0.760773 1.87076
1.17536 1.98201 0.0183225 12.9381
1.75623 1.18661 0.162682 1.50745
1.13211 1.98382 0.149095 44.8552
1.73159 1.12468 0.240428 1.77985
1.77268 1.16517 0.316303 2.01399
1.18138 1.19325 0.136076 28.2808
1.17443 1.20403 0.183597 26.6871
1.16614 1.14045 0.231198 29.7503
1.15896 1.04866 0.185685 30.3538
1.29666 1.98174 0.265084 7.90964
1.12109 1.93087 0.0508421 82.9905
1.36387 1.92334 0.269604 11.9516
1.08162 1.85122 0.0417188 104.625
1.47548 1.72497 0.86708 7.17859
1.16248 1.76199 0.622981 25.9535
1.16159 1.68675 0.565333 20.2496
1.66308 1.25077 0.0425102 1.34249
1.18362 1.03196 0.211244 20.8834
1.605 1.06819 0.0554735 0.888715
1.26714 1.68608 0.789369 21.8928
1.3613 1.69899 0.896134 12.1206
1.78391 1.98691 0.0586313 0.252726
1.98478 1.37951 0.495262 0.495583
1.47138 1.83567 0.649295 8.59624
1.17041 1.56608 0.573635 15.9881
1.01451 1.76822 0.154038 35.1461
1.05021 1.51705 0.129106 41.2783
1.36105 1.58754 0.784396 13.9993
1.51235 1.18199 0.0147764 1.08372
1.95449 1.50847 0.819006 0.590831
1.54211 1.23794 0.0290426 1.56781
1.32681 1.65903 0.795172 17.5475
1.28879 1.58134 0.811801 18.5417
1.1555 1.11328 0.129642 39.4448
1.28435 1.62485 0.830218 19.5697
1.13585 1.78187 0.872498 51.8845
1.7697 1.41336 0.970806 0.773505
1.23747 1.82318 0.833049 29.1991
1.98577 1.35652 0.409254 0.332496
1.2975 1.02997 0.526647 7.99292
1.09905 1.09495 0.279718 56.3494
1.14359 1.6679 0.735329 24.4756
1.75495 1.09488 0.2316 1.26847
1.15844 1.95929 0.099627 41.4252
1.66315 1.29498 0.131241 3.02978
1.59378 1.1493 0.347025 4.28808
1.01734 1.55191 0.0584611 166.373
1.84609 1.19585 0.229924 1.16793
1.82389 1.25873 0.219126 1.68254
1.01513 1.21943 0.202984 15.2468
1.66377 1.25023 0.17874 3.17057
1.58264 1.09882 0.258268 3.01592
1.67767 1.16428 0.175184 2.25517
1.79386 1.42149 0.985268 0.49244
1.06148 1.29282 0.294299 15.8999
1.84561 1.48671 0.607507 2.33595
1.36501 1.3273 0.187732 10.8069
1.6736 1.31483 0.0147423 0.697641
1.74464 1.34147 0.958322 0.978148
1.12452 1.54581 0.0135175 30.3042
1.79782 1.28877 0.9032 1.41287
1.93673 1.6969 0.86294 0.600001
1.9358 1.67091 0.852747 0.821891
1.01433 1.76188 0.303294 13.9213
1.20124 1.54938 0.0135443 13.8172
1.8422 1.69658 0.864562 1.25318
1.90479 1.74142 0.846002 0.919498
1.91133 1.71759 0.878251 0.690605
1.20668 1.45332 0.0153505 11.2831
1.84076 1.66443 0.560554 2.22575
1.48772 1.17977 0.44515 7.64678
1.6354 1.01442 0.137097 0.503946
1.30876 1.17652 0.510673 16.6478
1.58878 1.01442 0.149288 0.78709
1.66649 1.15771 0.129081 1.83612
1.86617 1.01756 0.152986 0.197747
1.95678 1.7641 0.937327 0.314262
1.5844 1.53564 0.794703 5.77956
1.84832 1.49612 0.546935 2.36977
1.69822 1.09766 0.0185199 0.38595
1.84766 1.323 0.335289 1.92496
1.18783 1.12773 0.144736 29.4608
1.12593 1.23106 0.201377 32.4052
1.27979 1.16083 0.015436 5.12132
1.127 1.19936 0.200204 34.1163
1.18331 1.10293 0.212068 30.3625
1.18235 1.28589 0.178926 24.4709
1.10641 1.2466 0.175031 33.2412
1.72719 1.14864 0.0144517 0.381157
1.11816 1.16047 0.129984 49.5245
1.08328 1.78321 0.335948 30.7755
1.01604 1.81605 0.328183 23.9754
1.02269 1.98014 0.391687 214.867
1.08292 1.47771 0.301698 15.3093
1.34962 1.90342 0.0132301 2.53795
1.19806 1.10099 0.173127 29.7697
1.21655 1.41529 0.23987 21.1862
1.03092 1.47937 0.287202 8.95573
1.16828 1.55845 0.176285 29.2924
1.02139 1.92945 0.0213856 255.373
1.19668 1.62111 0.129017 31.1053
1.24097 1.59018 0.274685 19.4552
1.13897 1.98482 0.244094 35.0168
1.4167 1.54462 0.227546 11.4732
1.03931 1.86791 0.0179205 210.115
1.25607 1.47692 0.554614 15.7681
1.61778 1.98614 0.136464 0.753737
1.45614 1.20711 0.614695 8.74277
1.87743 1.19813 0.327587 1.2701
1.39678 1.98012 0.0221054 1.66328
1.76272 1.15507 0.250319 1.80058
1.08041 1.53595 0.233885 23.5291
1.01655 1.79399 0.205376 26.0436
1.55972 1.27361 0.180006 4.6207
1.17926 1.98436 0.47581 19.7297
1.7441 1.31638 0.181929 2.29685
1.01254 1.85682 0.469988 21.129
1.45614 1.45882 0.0797256 5.55537
1.85389 1.38899 0.37568 2.29148
1.81464 1.18479 0.356489 1.87495
1.70253 1.15051 0.341048 2.68931
1.26343 1.76711 0.31958 22.1317
1.0474 1.91038 0.493031 74.0031
1.32847 1.97235 0.404301 8.40863
1.01476 1.63795 0.610617 6.18839
1.03353 1.9723 0.482114 189.445
1.25287 1.88776 0.229173 26.3433
1.03144 1.86901 0.558624 34.8714
1.96108 1.66696 0.896101 0.448294
1.01473 1.7934 0.421833 14.7833
1.10323 1.7592 0.323155 26.9419
1.01848 1.84443 0.74047 36.789
1.53305 1.90868 0.981552 1.12796
1.37531 1.87288 0.951842 7.68624
1.11175 1.98596 0.708443 69.03
1.10847 1.91564 0.618479 58.7671
1.10997 1.74212 0.269471 31.1714
1.48431 1.38602 0.0476065 3.62913
1.01567 1.70343 0.675433 7.68045
1.10847 1.83921 0.311092 37.1698
1.22993 1.59351 0.899304 25.245
1.15817 1.51194 0.769606 24.5678
1.28032 1.54025 0.90219 17.7775
1.076 1.96962 0.717131 126.704
1.21738 1.27291 0.939129 26.151
1.2976 1.59255 0.898124 16.8541
1.98381 1.68866 0.437951 0.531459
1.23398 1.69201 0.872969 23.8891
1.22843 1.58007 0.813811 24.0962
1.46279 1.40448 0.0303685 3.6625
1.75532 1.60978 0.90123 2.00186
1.43334 1.98568 0.871893 2.37626
1.66052 1.64619 0.878652 3.22615
1.46431 1.54053 0.984106 3.19054
1.6182 1.84451 0.637336 4.53007
1.7893 1.98564 0.691875 0.451738
1.98519 1.70874 0.658019 0.459347
1.39861 1.38976 0.0318401 4.72412
1.98444 1.88648 0.77143 0.229948
1.65464 1.52732 0.832498 4.13307
1.73942 1.54635 0.83747 2.61496
1.98338 1.881 0.839369 0.20292
1.10155 1.77456 0.358648 29.7466
1.14219 1.81889 0.258943 37.4464
1.1245 1.82625 0.381595 34.7045
1.47954 1.28414 0.846208 8.59093
1.43961 1.25593 0.901049 8.94466
1.48321 1.34586 0.85816 8.07911
1.48183 1.30091 0.900493 7.02624
1.34764 1.19521 0.682866 15.483
1.95492 1.66465 0.755206 0.706914
1.41295 1.24557 0.877745 10.8999
1.35031 1.91174 0.98184 4.15901
1.21441 1.98499 0.834309 13.7449
1.18113 1.67355 0.986141 18.295
1.37245 1.46164 0.769385 14.7366
1.43531 1.37475 0.86995 9.6696
1.63125 1.85581 0.703564 3.81344
1.20824 1.79258 0.985103 12.3276
1.8198 1.82451 0.651536 1.89383
1.01718 1.83438 0.811886 31.3314
1.60815 1.88501 0.634398 4.15389
1.01966 1.60648 0.981479 215.657
1.63172 1.91217 0.626162 3.12809
1.01809 1.90643 0.657357 75.5285
1.29017 1.90619 0.776508 20.5682
1.70049 1.89012 0.627901 2.78813
1.66412 1.91169 0.628267 2.90484
1.63866 1.89741 0.716139 3.17944
1.18328 1.62928 0.202106 27.689
1.20209 1.59302 0.0810944 30.9139
1.21723 1.60525 0.104155 28.5912
1.28733 1.58585 0.104348 16.7721
1.57866 1.31509 0.109571 3.98514
1.30222 1.6172 0.12121 16.649
1.31038 1.92541 0.63739 16.4317
1.25117 1.5532 0.115321 21.4929
1.70099 1.88104 0.772895 2.20216
1.16287 1.95459 0.436716 28.7756
1.78768 1.84604 0.984017 0.407646
1.68663 1.53506 0.89289 2.74392
1.62837 1.59491 0.883828 3.75068
1.49144 1.81994 0.986135 2.00684
1.30232 1.76185 0.983002 6.38411
1.03249 1.76988 0.614393 16.1672
1.63319 1.5341 0.891866 3.59533
1.3889 1.33699 0.0640556 6.33881
1.8448 1.89541 0.09835 0.673002
1.80707 1.44055 0.700744 2.65126
1.88511 1.63881 0.896142 0.949538
1.70293 1.4396 0.898916 2.53038
1.81005 1.5326 0.703936 2.32197
1.69159 1.96934 0.972499 0.291237
1.75212 1.49779 0.883835 2.05745
1.46219 1.32612 0.0482163 3.63568
1.17292 1.54454 0.696511 19.3274
1.58969 1.94087 0.935777 1.27356
1.9836 1.79481 0.770423 0.33952
1.8127 1.97966 0.636778 0.622815
1.10737 1.5737 0.688194 17.0634
1.67448 1.98694 0.620311 0.786951
1.91039 1.98584 0.460617 0.220093
1.18118 1.57185 0.761771 24.2938
1.12741 1.55131 0.704403 18.1447
1.18648 1.64905 0.81134 30.4994
1.98337 1.83663 0.694216 0.422838
1.84856 1.98123 0.742465 0.349023
1.69653 1.27601 0.859904 2.77788
1.93731 1.70983 0.94025 0.410982
1.76754 1.19387 0.90343 1.27724
1.40133 1.87365 0.0746589 7.94358
1.70944 1.18615 0.878558 1.86027
1.47057 1.4488 0.183848 8.14806
1.87814 1.98281 0.561535 0.338551
1.52702 1.33179 0.12943 4.88873
1.98485 1.4227 0.341143 0.382592
1.46338 1.35641 0.32886 8.96708
1.38875 1.37067 0.0642476 6.38033
1.43628 1.33125 0.127159 6.66251
1.68111 1.78198 0.27306 3.77828
1.53196 1.07768 0.668021 4.49354
1.75272 1.69862 0.65847 3.18087
1.90525 1.61655 0.479659 1.70579
1.82448 1.53526 0.263697 2.28399
1.88721 1.59343 0.512177 2.11064
1.96826 1.03614 0.792858 0.17207
1.69596 1.01513 0.360908 0.636381
1.84699 1.62288 0.568195 2.2925
1.01256 1.26083 0.530012 9.46773
1.87516 1.6722 0.560853 2.05293
1.2178 1.82404 0.527067 26.2216
1.33982 1.70601 0.262801 17.5138
1.6429 1.35819 0.105955 2.91327
1.11759 1.73938 0.459232 22.2803
1.51357 1.295 0.91813 5.75903
1.01696 1.62168 0.357635 6.54413
1.41204 1.32952 0.18668 9.03833
1.50179 1.01323 0.276444 1.62205
1.12036 1.81218 0.507727 33.8656
1.95535 1.26357 0.194582 0.474416
1.17805 1.82677 0.424878 29.5341
1.0527 1.37656 0.961478 159.499
1.58534 1.16879 0.78239 4.51994
1.76292 1.30088 0.87131 1.85164
1.90586 1.98391 0.668047 0.331986
1.77291 1.65331 0.983713 0.495807
1.68766 1.20351 0.842569 2.52537
1.72792 1.34994 0.909227 1.89426
1.70305 1.37552 0.910789 2.06732
1.64155 1.35115 0.90771 2.67046
1.72332 1.33418 0.930322 1.84196
1.59195 1.95537 0.607607 2.2109
1.6308 1.31412 0.908423 2.71045
1.67798 1.23506 0.910667 1.9775
1.40592 1.95765 0.627048 5.77675
1.19262 1.1726 0.459989 25.0761
1.44388 1.01689 0.443562 2.71686
1.11055 1.13266 0.495984 45.1105
1.77668 1.50736 0.984605 0.478452
1.09686 1.10536 0.541857 59.1856
1.13299 1.10384 0.505973 44.6596
1.11351 1.1356 0.572248 45.148
1.16848 1.1005 0.518848 33.3529
1.20865 1.09107 0.492469 25.2415
1.19827 1.11629 0.513906 26.5045
1.6329 1.48591 0.823135 4.60878
1.94438 1.6816 0.815883 0.740359
1.55179 1.01514 0.567204 1.34002
1.69628 1.01478 0.767802 0.601075
1.82412 1.36713 0.986343 0.329046
1.88471 1.28727 0.982162 0.338339
1.64936 1.61314 0.89642 3.27962
1.77213 1.50518 0.906317 1.6783
1.98539 1.70474 0.752734 0.397255
1.83536 1.98123 0.783565 0.400682
1.98536 1.48064 0.853292 0.305274
1.73528 1.59346 0.879871 2.33081
1.27327 1.74115 0.886685 20.332
1.21717 1.75026 0.889294 28.5594
1.24144 1.83048 0.902798 28.6387
1.32265 1.84183 0.902846 14.8905
1.25981 1.86799 0.888959 27.3262
1.95498 1.5395 0.253708 0.742519
1.32298 1.87551 0.824469 19.146
1.56759 1.85249 0.0152255 1.03639
1.16284 1.76917 0.857062 42.5784
1.35542 1.8258 0.883618 13.5873
1.91 1.94661 0.296509 0.547879
1.98547 1.76606 0.304871 0.430789
1.81189 1.4842 0.903154 1.35022
1.74002 1.4425 0.837657 2.79797
1.98414 1.87211 0.404074 0.324781
1.8119 1.43975 0.790579 2.17075
1.95376 1.2517 0.436237 0.801603
1.20752 1.90927 0.338521 30.5185
1.09293 1.85389 0.45047 42.1135
1.11931 1.90279 0.352609 47.6714
1.07795 1.87521 0.39401 44
1.15564 1.90806 0.360064 37.8619
1.46698 1.16678 0.0995386 4.63244
1.38393 1.2239 0.109844 7.72633
1.44388 1.12939 0.180738 7.35734
1.89308 1.14383 0.014152 0.166583
1.46579 1.05003 0.576583 3.69908
1.73511 1.0436 0.0142228 0.197844
1.43565 1.12507 0.105791 4.76463
1.3982 1.12945 0.193688 7.43188
1.80248 1.77046 0.449118 2.50252
1.84159 1.8413 0.461989 1.72336
1.98374 1.05742 0.257666 0.153753
1.91672 1.12698 0.470039 0.942335
1.92559 1.24884 0.240535 0.865732
1.9047 1.10823 0.381669 0.753017
1.87755 1.18698 0.57192 1.41769
1.03076 1.44196 0.46091 5.91069
1.84789 1.89796 0.607479 1.30265
1.61699 1.57662 0.0155365 1.04207
1.85288 1.87392 0.584821 1.45097
1.7826 1.8847 0.53618 2.09929
1.86311 1.8366 0.517358 1.66828
1.83602 1.45832 0.168318 1.47647
1.76288 1.54794 0.0884216 1.68718
1.74821 1.43904 0.112107 1.86667
1.98528 1.34856 0.055027 0.178464
1.65775 1.0155 0.316384 0.781997
1.91962 1.29284 0.0489745 0.399939
1.84665 1.47715 0.0955662 1.13886
1.9836 1.63262 0.350175 0.486407
1.57197 1.90338 0.106402 2.47371
1.95264 1.61552 0.303842 0.83134
1.52957 1.6286 0.100877 4.65423
1.46373 1.46168 0.968621 3.80401
1.79344 1.513 0.0941752 1.42028
1.30931 1.09072 0.824181 15.7289
1.31983 1.05106 0.825941 11.4947
1.65697 1.09128 0.0185199 0.432162
1.62114 1.13893 0.0157761 0.656521
1.28519 1.05823 0.901294 13.4662
1.10486 1.83351 0.561657 36.8037
1.1323 1.83368 0.171682 53.3003
1.52447 1.0158 0.0828148 0.835989
1.12336 1.77499 0.51385 24.657
1.07852 1.77691 0.394934 26.8443
1.09946 1.63584 0.675642 18.5116
1.55666 1.12705 0.0147628 0.918869
1.73836 1.01552 0.168856 0.368253
1.16194 1.75408 0.496357 22.4713
1.18614 1.74031 0.352472 25.335
1.61019 1.01624 0.237142 0.9275
1.12571 1.60884 0.65849 17.3649
1.17226 1.79919 0.638833 30.7897
1.4978 1.01465 0.0139953 0.458828
1.64852 1.10099 0.113234 1.54634
1.1339 1.8475 0.597179 35.8781
1.0313 1.38156 0.346324 9.26894
1.65825 1.89988 0.81936 2.60345
1.67581 1.90291 0.711887 2.50951
1.02246 1.07745 0.0224816 170.431
1.12967 1.01588 0.390425 23.8897
1.2892 1.42653 0.0142629 5.26617
1.63037 1.90876 0.749968 3.0419
1.58569 1.81123 0.879837 4.03086
1.43896 1.56345 0.189301 10.7037
1.03152 1.86755 0.21493 55.9676
1.02027 1.13606 0.339149 42.632
1.72092 1.82881 0.841223 2.31641
1.76433 1.85527 0.653661 2.53321
1.53833 1.66845 0.811233 6.84812
1.69696 1.80791 0.8241 2.89666
1.18825 1.0181 0.362577 13.9341
1.36378 1.08839 0.576649 10.7674
1.76587 1.74819 0.556259 3.03945
1.19502 1.32923 0.490433 18.0636
1.14243 1.32498 0.210412 24.3457
1.22671 1.19066 0.215051 22.067
1.20603 1.2196 0.10219 22.6765
1.16768 1.31323 0.13968 26.8003
1.25907 1.26504 0.206746 17.6441
1.18538 1.04311 0.742388 28.1597
1.07757 1.36128 0.476492 13.2794
1.10179 1.24183 0.229258 28.2884
1.10693 1.31573 0.188761 29.7496
1.10028 1.02095 0.805225 74.8877
1.05848 1.08752 0.553381 107.688
1.13218 1.25852 0.866208 55.362
1.10854 1.94105 0.193784 89.9301
1.07812 1.38898 0.790373 30.3462
1.21775 1.19715 0.8392 29.0688
1.14937 1.21077 0.841631 45.6944
1.98665 1.50143 0.718949 0.34593
1.03559 1.02253 0.615945 188.541
1.14768 1.2358 0.93241 43.5633
1.31448 1.52673 0.955535 10.0069
1.98449 1.30803 0.561531 0.607985
1.15528 1.27743 0.868945 43.817
1.51056 1.01378 0.728293 1.7954
1.66903 1.01398 0.682362 0.716946
1.13426 1.31691 0.402301 17.8838
1.20727 1.35774 0.234776 22.0548
1.09462 1.33573 0.410902 13.7959
1.15277 1.41142 0.490252 15.5583
1.91558 1.72711 0.809158 0.913988
1.13654 1.35233 0.567627 17.1644
1.64514 1.04613 0.645565 1.41388
1.19661 1.46161 0.427547 15.4231
1.11455 1.40162 0.486819 13.7777
1.09576 1.38377 0.452381 13.3167
1.0147 1.4722 0.814604 19.0365
1.92242 1.16167 0.615383 0.981514
1.10486 1.48459 0.0376149 75.7202
1.51521 1.55034 0.891736 5.85306
1.09879 1.30473 0.496936 19.0816
1.9066 1.0785 0.763269 0.624674
1.03926 1.96048 0.152754 200.974
1.44129 1.40838 0.0583794 4.93969
1.54987 1.0134 0.47271 1.70024
1.62573 1.01377 0.506616 0.805271
1.94727 1.09544 0.718142 0.58634
1.92378 1.05828 0.813953 0.379222
1.95439 1.10107 0.796043 0.358813
1.96995 1.10329 0.755212 0.337964
1.61787 1.0155 0.32378 1.10901
1.54809 1.04493 0.520188 2.62758
1.77851 1.0231 0.115372 0.415246
1.72413 1.04159 0.0905647 0.579023
1.52672 1.03152 0.545719 2.2161
1.44919 1.03359 0.539238 3.40134
1.50277 1.04797 0.576123 3.31341
1.41834 1.23252 0.149996 8.03237
1.38488 1.2914 0.112971 7.87878
1.85595 1.01513 0.890944 0.171227
1.4817 1.29414 0.0948752 4.78947
1.49001 1.30946 0.126603 5.49502
1.69375 1.10273 0.137757 1.30061
1.77903 1.14894 0.144507 1.04553
1.67916 1.18567 0.100824 1.6698
1.7812 1.01395 0.941198 0.200422
1.7265 1.14604 0.984607 0.417576
1.6706 1.12643 0.111269 1.50366
1.8543 1.08067 0.671678 1.1003
1.75406 1.2095 0.0945401 1.21999
1.06818 1.9051 0.831925 109.611
1.98364 1.16905 0.496052 0.369354
1.1095 1.96831 0.835787 68.7911
1.87938 1.01513 0.867312 0.212642
1.96578 1.20212 0.968613 0.202635
1.63187 1.35147 0.986505 1.1538
1.15947 1.88454 0.906247 58.9345
1.98494 1.22132 0.712655 0.425421
1.2123 1.90155 0.893752 34.866
