VARIABLES= "X", "Y", "Z","T"
1.46532 1.69522 0.651927 10.4175
1.58286 1.67804 0.595279 7.13325
1.59563 1.57393 0.721685 6.59149
1.68319 1.58017 0.562499 4.90838
1.62305 1.64438 0.46704 6.1352
1.26371 1.61795 0.072044 17.7016
1.71254 1.36214 0.342338 4.15222
1.74533 1.33911 0.510316 3.92962
1.51062 1.58783 0.733291 8.76806
1.37979 1.60632 0.670258 13.4287
1.37353 1.70246 0.617108 14.6301
1.36721 1.67495 0.766736 14.0366
1.28778 1.65507 0.713921 18.6266
1.71528 1.46969 0.55573 4.73231
1.76551 1.64143 0.672896 3.07461
1.70939 1.68396 0.557769 4.02733
1.80017 1.62686 0.565439 2.8901
1.77499 1.54452 0.631842 3.13505
1.78645 1.53664 0.505914 3.09334
1.93351 1.8439 0.850902 0.495771
1.93819 1.94653 0.862577 0.254373
1.44524 1.88051 0.935989 4.95188
1.49233 1.49551 0.594877 9.78741
1.30509 1.61573 0.595644 15.9937
1.31287 1.52598 0.646655 15.8327
1.23424 1.53311 0.426397 15.8745
1.21498 1.44623 0.501587 15.9225
1.22079 1.44459 0.618169 17.5883
1.23359 1.53428 0.583387 16.499
1.31711 1.39514 0.471133 14.8399
1.29346 1.3812 0.612229 16.5176
1.53126 1.76344 0.584131 8.04756
1.45098 1.77178 0.501555 10.9098
1.5182 1.67055 0.474666 9.35487
1.41398 1.46886 0.631943 12.2882
1.37476 1.69425 0.472512 14.5424
1.06047 1.79696 0.534152 24.751
1.05892 1.80965 0.45749 28.0831
1.06392 1.87738 0.529418 51.8977
1.35104 1.23473 0.842721 15.2696
1.31326 1.19043 0.754572 19.5081
1.93635 1.85757 0.0694991 0.317099
1.88927 1.76586 0.0621861 0.475697
1.88676 1.83798 0.127357 0.691887
1.3279 1.24072 0.633897 16.8003
1.21634 1.32505 0.571514 18.6274
1.41051 1.33448 0.678236 13.1989
1.31806 1.44126 0.714848 17.2148
1.35263 1.33621 0.795291 16.779
1.36529 1.32436 0.554351 13.9857
1.45852 1.32242 0.607233 10.44
1.52775 1.40949 0.654066 9.01074
1.59145 1.46423 0.345663 6.51818
1.35072 1.28813 0.430462 13.9538
1.31501 1.45244 0.318504 15.2728
1.58835 1.94091 0.342014 2.89025
1.72313 1.60887 0.439051 3.99139
1.65598 1.55691 0.307154 5.2445
1.57189 1.67568 0.33375 7.16497
1.68142 1.68776 0.353131 4.61095
1.78526 1.37412 0.569639 3.25841
1.73906 1.37397 0.635681 3.73575
1.69425 1.28025 0.688955 4.19838
1.63294 1.3987 0.685206 6.00881
1.33685 1.05991 0.267143 7.61488
1.67256 1.66961 0.217645 4.16542
1.70351 1.56277 0.193719 3.28844
1.76377 1.60146 0.226454 2.68894
1.76981 1.59152 0.311887 3.00411
1.70179 1.46654 0.265052 3.83265
1.73503 1.73706 0.249907 2.85177
1.83053 1.71966 0.302082 1.83247
1.81825 1.70355 0.192351 1.82427
1.22837 1.52198 0.302867 18.6657
1.49125 1.49364 0.288981 8.9172
1.06055 1.41265 0.369846 10.6846
1.4748 1.58581 0.248175 9.6857
1.37048 1.60984 0.211785 14.7072
1.62672 1.78212 0.66011 4.91645
1.73421 1.79489 0.613978 3.32463
1.60742 1.77428 0.514475 5.95682
1.53095 1.75216 0.683623 7.69755
1.78587 1.93984 0.133402 0.779271
1.76808 1.94764 0.0560032 0.434713
1.86053 1.93872 0.0661633 0.314833
1.27306 1.05815 0.501953 12.4651
1.69366 1.74577 0.448633 4.23689
1.05693 1.84286 0.109816 89.8537
1.06296 1.47992 0.640231 10.7932
1.80773 1.65448 0.460595 2.73046
1.58315 1.75556 0.401264 6.76883
1.50232 1.50196 0.679316 9.50914
1.7488 1.83533 0.0741238 0.983246
1.84604 1.86511 0.0664774 0.519324
1.79208 1.82223 0.148994 1.35538
1.407 1.54317 0.744487 12.3213
1.43502 1.43714 0.751731 11.9359
1.93387 1.75543 0.147414 0.552387
1.36213 1.21028 0.482206 13.2487
1.43522 1.22348 0.538381 10.0758
1.50476 1.54778 0.0576561 3.91491
1.55439 1.49442 0.0643555 3.51636
1.55791 1.61389 0.0626806 3.0435
1.49208 1.94193 0.642254 4.87034
1.58654 1.94412 0.648358 2.76249
1.67095 1.27869 0.274423 3.80073
1.63851 1.12424 0.371139 3.11251
1.62633 1.20406 0.298337 4.19936
1.72223 1.20738 0.328839 2.91582
1.67829 1.12485 0.299144 2.46051
1.76653 1.11648 0.277614 1.52329
1.68395 1.18315 0.247516 2.59144
1.44207 1.2241 0.31753 8.98752
1.45844 1.3141 0.274277 8.46094
1.36194 1.29678 0.331075 13.0565
1.53713 1.399 0.328081 7.85815
1.09512 1.55183 0.949454 84.4514
1.9476 1.45331 0.602926 0.889115
1.49051 1.49238 0.0882194 5.38358
1.4785 1.43594 0.056647 4.13295
1.50227 1.42026 0.154631 6.10403
1.4271 1.22341 0.675794 11.5752
1.5241 1.30023 0.685118 8.43191
1.56513 1.40586 0.0587966 2.9585
1.64551 1.47351 0.0656993 2.09979
1.56576 1.48492 0.158573 4.74787
1.61834 1.56588 0.0621461 2.20652
1.52279 1.82624 0.791658 5.98906
1.58343 1.68727 0.796735 5.7114
1.59054 1.79795 0.761759 5.15234
1.65078 1.88269 0.766464 2.99363
1.65038 1.77191 0.791065 3.85655
1.73014 1.82552 0.773354 2.35047
1.54385 1.8391 0.643264 6.32301
1.48263 1.85846 0.700039 7.68146
1.1304 1.72817 0.394327 23.9965
1.23283 1.77977 0.387929 23.7197
1.2352 1.64332 0.37647 19.0601
1.23739 1.71699 0.318344 22.922
1.13634 1.64718 0.3177 22.0654
1.20234 1.64974 0.25411 24.1858
1.34567 1.77907 0.307216 16.5502
1.29498 1.70641 0.410816 17.3118
1.14395 1.73632 0.309289 26.909
1.16672 1.76534 0.232674 33.7436
1.06014 1.11905 0.43074 65.0696
1.12814 1.06351 0.42536 39.5666
1.0811 1.14349 0.345407 45.1191
1.71447 1.22727 0.061479 1.30965
1.73688 1.14841 0.0578069 0.701264
1.80544 1.19794 0.0656982 0.750619
1.70855 1.15944 0.133386 1.44881
1.15101 1.80025 0.312342 31.8148
1.29499 1.71367 0.209914 22.0619
1.23785 1.7926 0.26483 26.9608
1.50148 1.33139 0.793893 8.86988
1.5293 1.38416 0.746402 8.50152
1.53562 1.22296 0.612876 7.25684
1.53734 1.66289 0.243058 7.38912
1.94414 1.23896 0.285977 0.719828
1.87466 1.26328 0.317128 1.48388
1.87934 1.24462 0.237378 1.21723
1.83088 1.19123 0.293689 1.52904
1.57508 1.54497 0.243921 6.16139
1.48935 1.77515 0.221427 8.29537
1.52884 1.77264 0.306599 7.77338
1.40615 1.71906 0.202142 12.2601
1.67081 1.07395 0.0740794 0.786574
1.20908 1.30454 0.250535 20.6683
1.2065 1.37271 0.304411 19.0638
1.28609 1.38336 0.320837 15.8347
1.26628 1.40106 0.215469 18.6052
1.32819 1.42954 0.864947 17.3202
1.25731 1.42107 0.801737 22.6879
1.13636 1.2759 0.815583 41.5621
1.13566 1.3827 0.798496 32.5441
1.12635 1.23738 0.757086 37.253
1.19541 1.24502 0.632307 25.9163
1.80704 1.09239 0.100983 0.58471
1.21249 1.35816 0.702999 21.6174
1.69304 1.92485 0.846886 1.53745
1.75401 1.86848 0.93607 0.847216
1.79007 1.93696 0.898589 0.599013
1.67031 1.93816 0.944501 0.705938
1.20613 1.41052 0.870477 29.4597
1.61271 1.75393 0.238786 5.12053
1.6915 1.77825 0.349742 3.91616
1.76622 1.73843 0.409696 2.94888
1.75994 1.9342 0.808076 1.04101
1.4511 1.77633 0.394643 11.4974
1.85437 1.88028 0.894893 0.597571
1.74622 1.85553 0.859559 1.50511
1.22973 1.28809 0.476023 18.7369
1.44214 1.06039 0.0988475 2.67438
1.53477 1.06691 0.129882 2.13726
1.51881 1.06319 0.072436 1.62997
1.29095 1.21444 0.402406 16.3214
1.20413 1.44003 0.357718 16.3238
1.20313 1.35899 0.437684 16.5703
1.21552 1.28092 0.386269 19.2411
1.41778 1.26212 0.784338 12.5983
1.49768 1.49406 0.797189 8.59738
1.24618 1.53651 0.700074 18.8193
1.23511 1.43617 0.697454 19.8231
1.32783 1.53246 0.774323 16.639
1.49869 1.40009 0.837344 7.76237
1.40887 1.43571 0.836636 11.4023
1.34001 1.4924 0.206893 15.2249
1.37913 1.37268 0.224246 11.559
1.35307 1.93952 0.927359 7.4924
1.27999 1.20933 0.259426 16.4804
1.6641 1.91787 0.0791376 1.13506
1.29701 1.32293 0.190202 14.5952
1.2359 1.47847 0.240599 20.1049
1.39866 1.2721 0.206848 9.51911
1.36599 1.52821 0.0561495 7.4746
1.25529 1.21049 0.514538 20.3612
1.79362 1.2493 0.404265 2.45902
1.78689 1.36324 0.389686 2.93216
1.78902 1.24328 0.261481 2.05347
1.78922 1.35101 0.283942 2.60232
1.87616 1.36717 0.329056 1.78998
1.77408 1.45801 0.32566 2.96909
1.86407 1.33112 0.261445 1.57027
1.34076 1.10427 0.347341 10.761
1.44949 1.14759 0.251336 6.85128
1.35908 1.1754 0.302145 11.6831
1.3168 1.13996 0.189083 11.3867
1.37589 1.16304 0.125111 7.64216
1.75337 1.19294 0.499189 2.72221
1.71615 1.9422 0.656777 1.70656
1.90726 1.66268 0.913251 0.620179
1.9362 1.93075 0.50441 0.500614
1.22514 1.62805 0.640276 18.9121
1.69144 1.05911 0.781516 1.37202
1.41456 1.77016 0.704516 11.6393
1.47516 1.67194 0.766277 9.17713
1.45339 1.78697 0.622603 10.6352
1.54569 1.22847 0.241764 5.34693
1.47048 1.4027 0.236545 8.73247
1.48511 1.33185 0.185996 6.82127
1.85399 1.93908 0.48443 0.851374
1.89834 1.94335 0.428449 0.58915
1.21843 1.62856 0.487473 17.2943
1.93657 1.88011 0.440273 0.690708
1.91176 1.84333 0.520816 1.05668
1.35928 1.78569 0.446047 15.6847
1.28268 1.78932 0.525025 19.6664
1.3805 1.78701 0.549332 13.9088
1.79165 1.47394 0.405468 2.98941
1.63496 1.46821 0.219776 4.40362
1.89539 1.92197 0.184171 0.500626
1.48429 1.18475 0.0591055 2.90038
1.83726 1.87488 0.497094 1.56785
1.07167 1.35663 0.222542 20.1871
1.12154 1.28618 0.310587 20.3342
1.06467 1.34376 0.308224 13.5292
1.06506 1.42138 0.288134 13.8664
1.12655 1.36067 0.366383 15.7379
1.14407 1.47825 0.283157 18.9189
1.85821 1.5596 0.219874 1.62938
1.8636 1.63716 0.192903 1.44338
1.78878 1.5448 0.144723 1.76812
1.17491 1.78491 0.0699649 37.0156
1.61203 1.36603 0.273777 5.25681
1.55489 1.31327 0.233449 5.8092
1.5614 1.39699 0.223834 6.28141
1.90308 1.88051 0.608642 0.871295
1.91017 1.93564 0.689681 0.525919
1.29002 1.40802 0.129512 14.2816
1.22689 1.45804 0.135962 23.2344
1.22231 1.32486 0.122229 20.6384
1.41856 1.47926 0.155949 9.68768
1.60803 1.2083 0.691349 5.18133
1.58032 1.27646 0.789384 5.65112
1.73762 1.13789 0.720037 2.27283
1.64701 1.20737 0.79447 3.61769
1.77393 1.19282 0.777642 2.02396
1.7495 1.44142 0.762437 3.31582
1.71196 1.31444 0.801087 3.14038
1.79486 1.36066 0.773909 2.43335
1.79742 1.27035 0.708199 2.3838
1.77776 1.26596 0.59497 2.91084
1.72101 1.2034 0.648366 3.15323
1.50067 1.15417 0.716054 6.78496
1.51738 1.21191 0.789151 6.69116
1.5746 1.49227 0.735457 6.97038
1.64008 1.54057 0.782445 4.7899
1.60661 1.41325 0.811961 5.18162
1.71687 1.37727 0.867807 2.55792
1.27454 1.78109 0.746781 22.7899
1.33101 1.77632 0.655716 16.8066
1.10923 1.2285 0.934771 90.5562
1.31008 1.70651 0.847992 17.6811
1.24188 1.76353 0.832626 25.0558
1.34215 1.59957 0.852039 14.6603
1.22881 1.61919 0.762935 22.5205
1.22899 1.6968 0.5772 19.4782
1.33015 1.9302 0.556369 11.6326
1.2207 1.57676 0.209831 22.8475
1.40796 1.60659 0.937164 7.22314
1.93347 1.84183 0.731309 0.719193
1.93778 1.89502 0.766267 0.460006
1.82078 1.91864 0.649486 1.0987
1.85242 1.9249 0.750387 0.733435
1.8095 1.87364 0.686931 1.53548
1.87406 1.64196 0.288283 1.56845
1.49198 1.57889 0.141293 6.80522
1.42992 1.64735 0.125775 9.71603
1.5485 1.72733 0.941182 3.28715
1.55229 1.70093 0.870658 5.36313
1.54344 1.80011 0.861654 5.24578
1.62844 1.76563 0.87265 3.73106
1.59148 1.79136 0.937846 2.43742
1.5933 1.86463 0.93763 1.88037
1.65627 1.85723 0.862974 2.6473
1.57942 1.8878 0.847198 3.45706
1.75105 1.77696 0.869005 1.93246
1.66529 1.69983 0.859878 3.42137
1.69595 1.79666 0.939802 1.52543
1.52441 1.2726 0.12328 4.49065
1.6139 1.28009 0.121528 3.19381
1.58782 1.37871 0.139491 4.20463
1.62506 1.85714 0.455084 4.58634
1.72948 1.85187 0.405305 2.90697
1.78588 1.80315 0.311696 2.15011
1.48305 1.57956 0.843478 8.50795
1.42558 1.68322 0.856977 9.76175
1.54246 1.61367 0.811262 6.48553
1.57723 1.63808 0.938647 3.3888
1.60715 1.66198 0.87431 4.23228
1.59214 1.57116 0.880638 4.60339
1.66603 1.62839 0.7743 4.27085
1.72858 1.35978 0.0547395 1.33117
1.64952 1.35488 0.170784 3.38128
1.73955 1.31422 0.123267 1.96267
1.70445 1.44259 0.14798 2.66505
1.58047 1.49607 0.849647 5.07461
1.72598 1.70855 0.739553 3.27016
1.72068 1.54069 0.085792 1.73857
1.78605 1.57809 0.0623213 1.1157
1.69448 1.6383 0.058938 1.54853
1.75741 1.64135 0.13809 2.03612
1.48229 1.71088 0.141686 7.11361
1.6274 1.57974 0.14354 3.71257
1.71102 1.46501 0.0579251 1.38294
1.75603 1.52818 0.0608498 1.11561
1.79165 1.46235 0.109876 1.53772
1.8373 1.51667 0.0612512 0.887403
1.87509 1.44588 0.0619431 0.810268
1.92605 1.46843 0.0579792 0.493795
1.88254 1.48368 0.149194 1.19321
1.78858 1.66356 0.775999 2.22324
1.8469 1.80478 0.734826 1.48058
1.81002 1.76054 0.663662 2.22719
1.28697 1.06936 0.340565 12.2626
1.22453 1.1299 0.314919 22.4287
1.19042 1.07242 0.360982 23.8325
1.22662 1.15231 0.407773 22.0933
1.74753 1.88155 0.224156 1.79065
1.82998 1.83553 0.225501 1.35696
1.07298 1.8771 0.935036 137.144
1.09176 1.93837 0.864278 110.795
1.69278 1.71625 0.127183 2.77064
1.86225 1.76566 0.245831 1.45963
1.07247 1.55835 0.57614 10.5423
1.7799 1.25625 0.490365 2.93621
1.22108 1.3892 0.0660308 18.9706
1.20633 1.45745 0.0614021 22.1149
1.11181 1.428 0.0963894 49.6716
1.84599 1.31022 0.505362 2.18671
1.81412 1.38058 0.455273 2.75454
1.18924 1.70564 0.718475 25.0425
1.22757 1.78097 0.657426 24.8465
1.21475 1.7133 0.46418 20.4305
1.5497 1.85684 0.505302 6.30101
1.4775 1.85147 0.306928 8.40175
1.50395 1.82348 0.41493 7.62839
1.49305 1.94056 0.359914 4.7471
1.41342 1.85603 0.449385 10.5849
1.55222 1.89187 0.367618 5.49006
1.47725 1.94021 0.449855 5.3027
1.57504 1.9398 0.44438 3.58179
1.66735 1.94345 0.311528 1.82684
1.62993 1.94456 0.167726 1.70473
1.57543 1.85717 0.060902 2.22935
1.54378 1.94652 0.0740548 1.67499
1.79621 1.33252 0.216439 2.01483
1.60417 1.93991 0.243454 2.40737
1.72852 1.94117 0.240256 1.3082
1.72479 1.37571 0.214327 3.04818
1.66039 1.92806 0.39315 2.65286
1.72556 1.94383 0.346945 1.50929
1.29448 1.44385 0.0570515 11.0455
1.05902 1.773 0.0614862 140.348
1.76014 1.94036 0.296206 1.32869
1.2798 1.86722 0.453988 19.6404
1.28353 1.08925 0.0597307 7.87824
1.85112 1.55476 0.384846 2.07898
1.20086 1.0648 0.0998802 22.4563
1.78922 1.45949 0.533886 3.15209
1.277 1.06396 0.13536 10.0011
1.34873 1.05481 0.0829757 4.02477
1.86884 1.46536 0.446844 2.06583
1.88588 1.59087 0.449307 1.85612
1.86522 1.52212 0.299491 1.96283
1.87271 1.44439 0.365206 2.03431
1.76967 1.55139 0.771195 2.77671
1.65438 1.19908 0.145328 2.48444
1.74013 1.1955 0.416378 2.88744
1.71586 1.24307 0.173681 2.25057
1.53779 1.20532 0.47924 6.8439
1.77887 1.46751 0.627225 3.16026
1.12277 1.36129 0.927187 64.0735
1.0659 1.32542 0.904999 89.496
1.13567 1.93527 0.147696 59.8681
1.94308 1.35559 0.403275 0.959105
1.24937 1.14019 0.0617441 13.1807
1.83137 1.85306 0.797683 1.16234
1.93439 1.79763 0.775948 0.692902
1.88111 1.75799 0.784254 1.18204
1.81243 1.73729 0.837629 1.66191
1.14517 1.54693 0.508915 13.7828
1.1309 1.34479 0.476512 16.8967
1.13307 1.42706 0.424487 14.1921
1.86212 1.22699 0.461047 1.66296
1.05664 1.6828 0.764648 21.4677
1.58202 1.16387 0.14362 2.96361
1.5616 1.1342 0.300788 4.21387
1.57085 1.13847 0.226824 3.56396
1.50875 1.11291 0.232624 4.34919
1.32147 1.13866 0.0678202 7.24381
1.78173 1.78686 0.511438 2.82583
1.94768 1.85985 0.93743 0.281092
1.86306 1.56084 0.572415 2.05672
1.63617 1.86747 0.58017 4.02101
1.44241 1.86476 0.554707 9.22054
1.50119 1.91939 0.926207 2.53267
1.13741 1.31958 0.61964 21.165
1.14864 1.41568 0.662386 18.2446
1.1586 1.54587 0.64366 16.9863
1.13212 1.4276 0.558423 15.1012
1.14514 1.63609 0.441208 17.4553
1.13554 1.70883 0.512722 20.1624
1.14371 1.79903 0.45105 28.9577
1.19653 1.85488 0.458002 30.0349
1.15373 1.79516 0.557476 27.8201
1.86325 1.72628 0.431376 1.86833
1.85694 1.77205 0.370926 1.59441
1.79873 1.83027 0.443962 2.24148
1.70807 1.85891 0.489245 3.06577
1.80363 1.88982 0.386781 1.55363
1.8199 1.14489 0.687686 1.53848
1.88356 1.20726 0.748918 1.35977
1.51997 1.82104 0.944541 3.58492
1.79423 1.06441 0.789172 0.969442
1.84946 1.13789 0.777286 1.1795
1.85267 1.2648 0.808332 1.47613
1.60698 1.34154 0.851622 4.26586
1.6459 1.21885 0.876408 2.79473
1.83549 1.33723 0.871085 1.44686
1.73912 1.24533 0.874121 1.85151
1.53868 1.78939 0.0584369 3.26443
1.45996 1.79273 0.14134 7.63399
1.57068 1.78535 0.128827 4.44142
1.78359 1.86145 0.608858 2.11611
1.7959 1.75899 0.0661817 1.00585
1.85218 1.76588 0.15414 1.0751
1.83814 1.72705 0.541852 2.32192
1.66606 1.88935 0.6658 3.19918
1.83872 1.13358 0.525697 1.39953
1.8578 1.1364 0.444216 1.38267
1.76751 1.11336 0.51552 1.90631
1.7711 1.14557 0.36507 1.96986
1.70302 1.13675 0.427085 2.69681
1.86361 1.23792 0.536925 1.73949
1.94498 1.05369 0.760893 0.338002
1.72062 1.12831 0.587088 2.62809
1.798 1.14053 0.595577 1.82766
1.31333 1.67504 0.940568 10.4541
1.14302 1.50229 0.720669 20.2464
1.11226 1.93487 0.806188 75.9825
1.40565 1.85814 0.631276 11.3056
1.63216 1.69467 0.0661113 2.1846
1.70647 1.75769 0.0630444 1.28102
1.81786 1.93777 0.213942 0.857744
1.42661 1.15859 0.63173 9.43072
1.06946 1.07506 0.496844 91.0941
1.86071 1.27089 0.05786 0.607847
1.89056 1.16204 0.056608 0.378886
1.91415 1.18199 0.131913 0.504987
1.83102 1.21449 0.161204 1.13137
1.86162 1.07023 0.158653 0.517687
1.76951 1.12943 0.182457 1.33913
1.84313 1.13306 0.227425 0.988641
1.78777 1.25333 0.117597 1.34248
1.80467 1.46782 0.223536 2.2153
1.05972 1.27115 0.254585 19.3625
1.54868 1.13469 0.417838 5.23954
1.05879 1.44606 0.792093 24.8525
1.13242 1.44069 0.866347 40.5309
1.13767 1.47073 0.795246 27.5337
1.06412 1.47564 0.732274 16.3593
1.1138 1.41691 0.738716 21.8529
1.13332 1.56688 0.787853 26.8147
1.36013 1.86013 0.51369 14.3479
1.28368 1.87251 0.644477 20.1738
1.83662 1.91149 0.268918 0.985794
1.74715 1.6598 0.853076 2.4863
1.83277 1.64728 0.852766 1.50127
1.87881 1.65618 0.760148 1.48381
1.90041 1.69752 0.836623 1.03085
1.85732 1.5745 0.794154 1.53358
1.84808 1.57809 0.680538 1.78984
1.06621 1.80074 0.198049 45.163
1.05803 1.74286 0.149994 60.5824
1.14528 1.79292 0.147881 49.0382
1.07188 1.70407 0.232393 28.9965
1.18152 1.68141 0.171493 36.3678
1.22535 1.74743 0.126055 31.3334
1.25552 1.81486 0.158505 25.593
1.34719 1.57331 0.137796 13.2568
1.26541 1.62272 0.146419 22.2916
1.30147 1.76503 0.0645504 16.0244
1.33257 1.65483 0.12858 16.0915
1.36213 1.79246 0.155259 14.8781
1.84076 1.82247 0.558852 1.86795
1.45866 1.76474 0.792555 8.72909
1.33897 1.78339 0.805231 15.7252
1.41508 1.8004 0.867603 10.2699
1.63809 1.94776 0.610322 2.09334
1.62306 1.12803 0.486782 3.90933
1.55656 1.9354 0.753374 3.50236
1.58142 1.86909 0.721883 4.52435
1.43967 1.86888 0.800835 8.15491
1.93473 1.19786 0.806543 0.770704
1.42565 1.13353 0.361144 7.76163
1.37389 1.14064 0.420631 11.5785
1.45904 1.20553 0.139844 6.02819
1.62065 1.56761 0.930953 2.77593
1.69353 1.57889 0.849412 3.2999
1.49343 1.49744 0.906405 6.35254
1.55334 1.51034 0.934711 3.60201
1.47646 1.64467 0.922866 5.25536
1.49223 1.5532 0.936424 5.06862
1.42698 1.41747 0.112044 7.07311
1.51075 1.344 0.068952 4.07991
1.42854 1.48948 0.0619923 5.45306
1.3764 1.43363 0.0625336 7.13194
1.38524 1.34147 0.12963 8.69106
1.435 1.36228 0.0648268 5.13772
1.49097 1.493 0.188266 7.66206
1.26706 1.28463 0.895332 20.9957
1.4995 1.13971 0.137284 4.21308
1.26719 1.94461 0.611491 16.5268
1.17588 1.93879 0.648272 34.2948
1.23824 1.85679 0.567763 24.9837
1.93919 1.37709 0.620705 1.07862
1.3965 1.86629 0.725598 11.7925
1.32716 1.9421 0.677496 11.4017
1.31401 1.87454 0.751517 18.0991
1.17662 1.85291 0.67624 36.388
1.1452 1.20537 0.269313 28.7066
1.25022 1.22337 0.126822 17.6096
1.15629 1.22807 0.143061 30.7892
1.28775 1.51519 0.138829 16.9657
1.14174 1.28611 0.199881 27.1436
1.94058 1.49665 0.260214 0.986851
1.63657 1.85983 0.319411 4.07428
1.65637 1.94851 0.710409 1.99308
1.68518 1.85868 0.253806 2.85737
1.73434 1.87413 0.320163 2.36255
1.24347 1.23738 0.943876 21.8026
1.1778 1.14519 0.934004 41.9135
1.18061 1.23154 0.877558 39.7956
1.87035 1.83214 0.299244 1.26136
1.13285 1.19996 0.455648 27.4741
1.86243 1.64047 0.520831 2.07384
1.46539 1.751 0.948133 5.01826
1.80147 1.94356 0.549521 1.1346
1.71835 1.93942 0.472198 1.75062
1.79518 1.94127 0.446167 1.28108
1.15956 1.31551 0.86533 40.0974
1.06394 1.35121 0.829567 37.8373
1.09668 1.18386 0.850699 65.3674
1.44693 1.85865 0.222324 9.66822
1.62477 1.84994 0.186287 3.59424
1.58066 1.85046 0.258267 5.11171
1.52165 1.86084 0.197117 5.81688
1.79002 1.56137 0.880786 1.86347
1.67609 1.64407 0.931006 2.09112
1.14461 1.28676 0.917309 50.6718
1.13603 1.19344 0.376926 29.2755
1.0815 1.1156 0.901837 114.202
1.86285 1.23895 0.665982 1.76847
1.19509 1.9019 0.0870812 34.7154
1.94193 1.24535 0.0630461 0.290666
1.64971 1.06531 0.596393 2.05131
1.58196 1.06329 0.660759 2.62528
1.4341 1.48757 0.937259 6.47768
1.37446 1.43032 0.93722 8.50258
1.40583 1.50684 0.84722 11.1455
1.41606 1.3038 0.866323 11.1587
1.50196 1.44291 0.937224 4.95864
1.41763 1.35938 0.939498 7.16726
1.49182 1.92987 0.826575 4.43587
1.35794 1.50157 0.936811 9.82985
1.58341 1.68404 0.132815 4.58637
1.63104 1.93595 0.888873 1.625
1.28212 1.82343 0.857659 21.0562
1.30126 1.76542 0.932007 13.2737
1.16032 1.54363 0.356984 16.5018
1.15754 1.40891 0.199001 25.0657
1.66479 1.86774 0.937838 1.34664
1.93524 1.65333 0.442344 1.21559
1.86314 1.66039 0.393729 1.91507
1.56826 1.20019 0.876368 4.0998
1.64143 1.1288 0.862191 2.33518
1.60611 1.13049 0.801628 3.34915
1.57088 1.12537 0.744312 4.3233
1.65713 1.13094 0.751716 2.88465
1.41615 1.06637 0.718472 6.99449
1.42332 1.14105 0.776414 9.73981
1.16576 1.64441 0.944565 36.8711
1.86396 1.43013 0.270416 1.78503
1.86548 1.45616 0.570943 1.96458
1.8755 1.50797 0.510496 1.89724
1.87551 1.38438 0.517451 1.92044
1.15619 1.1726 0.699795 37.6931
1.05978 1.23925 0.717213 27.6387
1.06643 1.37455 0.138289 37.3563
1.14429 1.63724 0.558579 16.8036
1.93634 1.9439 0.254545 0.320845
1.30223 1.1235 0.264823 13.644
1.283 1.06346 0.415755 12.4985
1.45452 1.07368 0.315488 4.76018
1.40695 1.06756 0.424898 6.12822
1.18385 1.15176 0.822683 40.9808
1.27632 1.15864 0.852305 20.7565
1.93937 1.13098 0.411311 0.638829
1.93517 1.07673 0.497883 0.48366
1.13751 1.70413 0.612831 20.8914
1.86267 1.80572 0.492668 1.79289
1.14389 1.59347 0.72164 21.2456
1.4924 1.07108 0.927867 2.64532
1.53697 1.27556 0.864631 5.67719
1.85156 1.266 0.928646 0.770405
1.79568 1.18112 0.861755 1.17854
1.86098 1.32603 0.729313 1.74845
1.78572 1.38621 0.132646 1.69088
1.06871 1.84976 0.863572 74.5021
1.18883 1.83884 0.868608 44.1642
1.14981 1.80694 0.78766 41.6505
1.06814 1.76407 0.911763 88.9284
1.23706 1.86693 0.773304 28.5105
1.12837 1.94386 0.718493 61.6039
1.58056 1.13159 0.939048 1.97749
1.55776 1.05886 0.888905 1.78946
1.13111 1.76771 0.664189 30.2006
1.23649 1.93839 0.699617 22.4531
1.58849 1.32897 0.0539821 2.36913
1.6733 1.30186 0.0589691 1.77759
1.66097 1.39731 0.0545759 1.75578
1.84746 1.45642 0.732169 1.85999
1.87503 1.46232 0.659444 1.70885
1.21869 1.50784 0.774656 22.5712
1.85062 1.31054 0.411029 1.88388
1.87982 1.38117 0.418771 1.85708
1.85513 1.33734 0.611478 2.07875
1.14533 1.50233 0.207412 27.0543
1.15112 1.57178 0.273276 21.6016
1.51659 1.34814 0.93508 4.61027
1.46366 1.22583 0.859984 8.12004
1.17873 1.93947 0.886557 44.6665
1.35475 1.90351 0.0529202 7.97059
1.8255 1.93107 0.330786 1.08034
1.93451 1.93104 0.353901 0.481039
1.85246 1.39687 0.681144 2.04015
1.48968 1.05441 0.85309 3.42283
1.4275 1.0615 0.875881 6.0488
1.50812 1.18014 0.935243 3.73677
1.32897 1.87041 0.24444 18.2691
1.43769 1.11213 0.935807 4.67961
1.38902 1.73785 0.0565726 8.45918
1.35672 1.81745 0.0576643 10.1492
1.36561 1.87053 0.168236 13.2799
1.44592 1.87585 0.133593 7.5383
1.44931 1.93619 0.204465 5.7935
1.41213 1.93717 0.14519 6.65935
1.82573 1.05878 0.629725 0.793563
1.7634 1.05738 0.69704 1.04361
1.86229 1.05954 0.718822 0.669682
1.17853 1.54548 0.114904 31.8655
1.12856 1.60921 0.172991 34.8073
1.86136 1.40361 0.795817 1.61173
1.78926 1.45754 0.871893 1.82247
1.86695 1.40308 0.881809 1.0634
