VARIABLES= "X", "Y", "Z","P"
0.433641 0.0182054 -0.548473 0.48343
0.719833 -0.272642 -0.408498 0.249799
0.598101 -0.149359 -0.298199 0.440027
-0.306443 0.625892 -0.0437181 0.0699851
-0.620723 0.0293401 -0.614476 0.0110456
0.549163 0.366825 -0.538482 0.897318
0.414872 -0.512102 0.596371 0.909082
0.562473 -0.411092 0.521634 0.819457
-0.0806382 -0.710953 0.411462 0.500433
0.114917 0.305563 -0.783991 0.26145
0.77383 -0.0517966 -0.316366 0.668042
-0.619319 0.0426846 0.599498 0.030126
0.70712 -0.0597288 0.469203 0.892964
0.581605 -0.195628 0.508828 0.8173
0.570683 0.00912361 0.567194 0.843241
0.822721 0.123323 0.100463 0.812011
0.423616 0.483609 -0.55954 0.829322
0.424774 0.281929 -0.691542 0.794121
0.831178 -0.0361599 -0.147284 0.703432
0.0450935 0.792665 0.296018 0.233886
0.102511 0.0394215 -0.835631 0.133083
0.459561 0.716061 -0.0664831 0.80894
-0.295117 -0.0553626 0.711039 0.122144
-0.328005 -0.245868 0.764597 0.130349
-0.455729 -0.0664409 0.717218 0.0417696
-0.255795 -0.639149 -0.513341 0.0191115
0.0742839 -0.656738 -0.569939 0.0287
0.302702 0.0311571 -0.802341 0.40216
0.801624 0.295888 -0.0640249 0.767841
-0.0430753 0.24448 -0.748908 0.125939
0.16328 0.181432 -0.724609 0.321891
0.331299 0.117144 -0.724618 0.538573
0.0904881 0.724378 -0.492285 0.229428
-0.0565892 0.79636 -0.134811 0.115162
-0.0598092 0.800908 0.080484 0.12135
-0.281406 0.774098 0.251357 0.039162
0.627055 0.560343 -0.123618 0.883153
-0.2421 -0.765203 -0.302418 0.0309469
-0.222435 0.599329 0.213223 0.110982
-0.100775 0.724852 0.256682 0.138704
0.79723 0.0567561 -0.29668 0.798947
0.290148 -0.0084012 0.799561 0.667112
0.400369 -0.122905 0.743261 0.793425
0.533947 -0.215373 0.635983 0.842258
0.45462 0.0416642 -0.714021 0.624591
0.573973 -0.0447854 -0.642922 0.528376
0.409963 -0.10145 -0.740575 0.464945
0.657113 -0.215969 -0.105482 0.571172
-0.101422 0.75489 0.436591 0.0856566
-0.242557 0.796617 0.119336 0.0521196
0.74611 -0.374337 -0.199903 0.50059
0.27435 0.775989 0.245987 0.663562
-0.218798 0.363725 -0.743226 0.0503759
-0.285155 0.801655 -0.0620374 0.036196
-0.387262 0.724207 0.138765 0.0313919
0.280328 0.304301 -0.792795 0.649699
