VARIABLES= "X", "Y", "P", "U", "V"
0 0 0 0 0
0.02 0 6.18288e-011 0 0
0.04 0 6.18288e-011 0 0
0.06 0 1.0659e-010 0 0
0.08 0 2.5318e-010 0 0
0.1 0 2.5318e-010 0 0
0.12 0 3.28458e-010 0 0
0.14 0 2.87866e-010 0 0
0.16 0 3.02838e-010 0 0
0.18 0 1.61283e-010 0 0
0.2 0 5.64361e-011 0 0
0.22 0 2.30481e-011 0 0
0.24 0 8.20225e-012 0 0
0.26 0 6.2175e-012 0 0
0.28 0 4.41019e-012 0 0
0.3 0 1.7578e-012 0 0
0.32 0 7.58009e-013 0 0
0.34 0 1.4319e-013 0 0
0.36 0 5.25347e-014 0 0
0.38 0 2.10517e-014 0 0
0.4 0 5.54449e-015 0 0
0.42 0 5.54449e-015 0 0
0.44 0 4.61313e-016 0 0
0.46 0 4.61313e-016 0 0
0.48 0 1.25579e-017 0 0
0.5 0 7.68552e-018 0 0
0.52 0 5.90559e-019 0 0
0.54 0 2.84795e-019 0 0
0.56 0 7.71505e-020 0 0
0.58 0 5.8355e-021 0 0
0.6 0 1.44114e-021 0 0
0.62 0 1.00846e-022 0 0
0.64 0 1.00846e-022 0 0
0.66 0 7.30936e-024 0 0
0.68 0 2.74724e-025 0 0
0.7 0 2.78248e-026 0 0
0.72 0 2.78248e-026 0 0
0.74 0 1.63929e-027 0 0
0.76 0 6.01665e-029 0 0
0.78 0 6.01665e-029 0 0
0.8 0 4.02281e-030 0 0
0.82 0 1.47258e-031 0 0
0.84 0 1.24485e-033 0 0
0.86 0 1.10298e-034 0 0
0.88 0 1.10298e-034 0 0
0.9 0 1.12928e-036 0 0
0.92 0 6.81324e-037 0 0
0.94 0 9.09164e-039 0 0
0.96 0 7.57558e-040 0 0
0.98 0 7.57558e-040 0 0
1 0 4.89769e-040 4.48524e-043 1.43766e-042
1 0.02 7.62793e-042 2.04338e-043 7.84486e-043
1 0.04 7.62793e-042 2.04338e-043 7.84486e-043
1 0.06 4.96605e-043 1.36207e-044 1.10697e-044
1 0.08 1.6174e-042 1.63109e-043 -2.66525e-044
1 0.1 1.6174e-042 1.63109e-043 -2.66525e-044
1 0.12 6.45819e-042 5.01755e-043 -3.20246e-043
1 0.14 5.15945e-041 4.12875e-042 -1.65981e-042
1 0.16 1.22476e-040 1.01292e-041 -3.64125e-042
1 0.18 2.06283e-040 6.58054e-042 -8.54248e-042
1 0.2 2.24193e-039 1.867e-040 -1.23452e-040
1 0.22 8.17292e-039 7.13274e-040 -2.77981e-040
1 0.24 4.01195e-038 3.71004e-039 -1.31841e-039
1 0.26 6.27775e-038 5.60232e-039 -1.57185e-039
1 0.28 7.69597e-038 4.17362e-039 -2.77045e-039
1 0.3 3.5786e-037 2.66584e-038 -1.75958e-038
1 0.32 2.3537e-036 2.50538e-037 -1.39434e-037
1 0.34 7.79081e-036 1.05403e-036 -2.50562e-037
1 0.36 1.35389e-035 1.8152e-036 -1.364e-037
1 0.38 9.46977e-036 1.0485e-036 -1.37965e-037
1 0.4 1.71645e-035 2.06566e-036 -2.80928e-037
1 0.42 1.40092e-036 1.0325e-037 3.95019e-038
1 0.44 1.60627e-036 1.39808e-037 2.4647e-038
1 0.46 1.8309e-036 1.79799e-037 8.39764e-039
1 0.48 7.20847e-037 9.47184e-038 1.27271e-038
1 0.5 7.20847e-037 9.47184e-038 1.27271e-038
1 0.52 7.54617e-037 8.65689e-038 2.62766e-038
1 0.54 4.84657e-037 5.25289e-038 1.60194e-038
1 0.56 2.48981e-037 2.25682e-038 -3.18875e-039
1 0.58 6.90649e-037 6.25361e-038 4.68982e-039
1 0.6 2.3436e-037 2.06025e-038 1.44498e-039
1 0.62 6.22221e-038 7.63624e-039 -1.41942e-040
1 0.64 6.22221e-038 7.63624e-039 -1.41942e-040
1 0.66 1.68287e-037 1.89989e-038 3.40259e-039
