VARIABLES= "X", "Y", "C"
0 0 0
0.02 0 0
0.04 0 0
0.06 0 0
0.08 0 0
0.1 0 0
0.12 0 0
0.14 0 0
0.16 0 0
0.18 0 0
0.2 0 0
0.22 0 0
0.24 0 0
0.26 0 0
0.28 0 0
0.3 0 0
0.32 0 0
0.34 0 0
0.36 0 0
0.38 0 0
0.4 0 0
0.42 0 0
0.44 0 0
0.46 0 0
0.48 0 0
0.5 0 0
0.52 0 0
0.54 0 0
0.56 0 0
0.58 0 0
0.6 0 0
0.62 0 0
0.64 0 0
0.66 0 0
0.68 0 0
0.7 0 0
0.72 0 0
0.74 0 0
0.76 0 0
0.78 0 0
0.8 0 0
0.82 0 0
0.84 0 0
0.86 0 0
0.88 0 0
0.9 0 0
0.92 0 0
0.94 0 0
0.96 0 0
0.98 0 0
1 0 6.78558e-005
1 0.02 0.000279774
1 0.04 0.000279774
1 0.06 0.000442813
1 0.08 0.000631128
1 0.1 0.000631128
1 0.12 0.000828098
1 0.14 0.000911935
1 0.16 0.000974578
1 0.18 0.00115137
1 0.2 0.00127618
1 0.22 0.00138807
1 0.24 0.00148529
1 0.26 0.00157231
1 0.28 0.00165242
1 0.3 0.00171078
1 0.32 0.00182126
1 0.34 0.0018551
1 0.36 0.00195734
1 0.38 0.0019832
1 0.4 0.00200667
1 0.42 0.00205944
1 0.44 0.00206839
1 0.46 0.00207818
1 0.48 0.0021044
1 0.5 0.0021044
1 0.52 0.00210663
1 0.54 0.00209657
1 0.56 0.00206541
1 0.58 0.00202176
1 0.6 0.00198142
1 0.62 0.00192148
1 0.64 0.00192148
1 0.66 0.00183098
1 0.68 0.00175933
1 0.7 0.00175933
1 0.72 0.00162157
1 0.74 0.00151292
1 0.76 0.00129884
1 0.78 0.00125197
1 0.8 0.00112283
1 0.82 0.00104082
1 0.84 0.00090133
1 0.86 0.000878849
1 0.88 0.000761985
1 0.9 0.000761985
1 0.92 0.000418049
1 0.94 0.000367503
